Mnemonic,EDE2C.D7,EDB3C.D7,EDE3C.D7,EDB4C.D7,EDE4C.D7,EDB5C.D7,EDE5C.D7,EDB6C.D7,EDE6C.D7,EDB1C.D7,EDE1C.D7
3/16/2005,96.09,95.84,95.84,95.68,95.68,95.57,95.57,95.47,95.47,96.50,96.50
3/17/2005,96.13,95.87,95.87,95.73,95.73,95.61,95.61,95.52,95.52,96.52,96.52
3/18/2005,96.12,95.86,95.86,95.72,95.72,95.60,95.60,95.50,95.50,96.51,96.51
3/19/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/20/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/21/2005,96.10,95.85,95.85,95.70,95.70,95.59,95.59,95.49,95.49,96.50,96.50
3/22/2005,96.01,95.74,95.74,95.58,95.58,95.47,95.47,95.37,95.37,96.46,96.46
3/23/2005,95.98,95.70,95.70,95.53,95.53,95.41,95.41,95.32,95.32,96.46,96.46
3/24/2005,95.98,95.69,95.69,95.53,95.53,95.41,95.41,95.31,95.31,96.46,96.46
3/25/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/26/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/27/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/28/2005,95.96,95.67,95.67,95.50,95.50,95.38,95.38,95.28,95.28,96.45,96.45
3/29/2005,95.97,95.69,95.69,95.52,95.52,95.40,95.40,95.30,95.30,96.46,96.46
3/30/2005,95.98,95.70,95.70,95.53,95.53,95.42,95.42,95.32,95.32,96.46,96.46
3/31/2005,96.03,95.77,95.77,95.62,95.62,95.51,95.51,95.42,95.42,96.49,96.49
4/1/2005,96.08,95.84,95.84,95.70,95.70,95.59,95.59,95.50,95.50,96.52,96.52
4/2/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/3/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/4/2005,96.06,95.83,95.83,95.70,95.70,95.59,95.59,95.51,95.51,96.52,96.52
4/5/2005,96.06,95.82,95.82,95.69,95.69,95.59,95.59,95.51,95.51,96.51,96.51
4/6/2005,96.09,95.88,95.88,95.76,95.76,95.66,95.66,95.58,95.58,96.52,96.52
4/7/2005,96.08,95.87,95.87,95.74,95.74,95.63,95.63,95.54,95.54,96.52,96.52
4/8/2005,96.06,95.83,95.83,95.69,95.69,95.57,95.57,95.48,95.48,96.52,96.52
4/9/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/10/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/11/2005,96.06,95.84,95.84,95.71,95.71,95.60,95.60,95.51,95.51,96.51,96.51
4/12/2005,96.08,95.88,95.88,95.76,95.76,95.66,95.66,95.57,95.57,96.51,96.51
4/13/2005,96.15,95.95,95.95,95.83,95.83,95.72,95.72,95.63,95.63,96.54,96.54
4/14/2005,96.21,96.02,96.02,95.90,95.90,95.79,95.79,95.69,95.69,96.57,96.57
4/15/2005,96.30,96.11,96.11,95.99,95.99,95.88,95.88,95.78,95.78,96.61,96.61
4/16/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/17/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/18/2005,96.33,96.13,96.13,96.01,96.01,95.90,95.90,95.80,95.80,96.62,96.62
4/19/2005,96.38,96.20,96.20,96.08,96.08,95.97,95.97,95.86,95.86,96.64,96.64
4/20/2005,96.36,96.18,96.18,96.06,96.06,95.94,95.94,95.84,95.84,96.63,96.63
4/21/2005,96.25,96.05,96.05,95.92,95.92,95.80,95.80,95.71,95.71,96.59,96.59
4/22/2005,96.26,96.07,96.07,95.94,95.94,95.82,95.82,95.73,95.73,96.59,96.59
4/23/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/24/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/25/2005,96.24,96.04,96.04,95.91,95.91,95.80,95.80,95.71,95.71,96.59,96.59
4/26/2005,96.23,96.03,96.03,95.90,95.90,95.79,95.79,95.70,95.70,96.58,96.58
4/27/2005,96.26,96.07,96.07,95.94,95.94,95.83,95.83,95.73,95.73,96.58,96.58
4/28/2005,96.31,96.13,96.13,96.02,96.02,95.91,95.91,95.83,95.83,96.60,96.60
4/29/2005,96.26,96.07,96.07,95.94,95.94,95.83,95.83,95.74,95.74,96.58,96.58
4/30/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5/1/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5/2/2005,96.27,96.08,96.08,95.96,95.96,95.86,95.86,95.77,95.77,96.58,96.58
5/3/2005,96.23,96.05,96.05,95.92,95.92,95.81,95.81,95.72,95.72,96.57,96.57
5/4/2005,96.28,96.11,96.11,96.00,96.00,95.89,95.89,95.80,95.80,96.59,96.59
5/5/2005,96.34,96.19,96.19,96.07,96.07,95.96,95.96,95.87,95.87,96.61,96.61
5/6/2005,96.20,95.99,95.99,95.87,95.87,95.76,95.76,95.68,95.68,96.55,96.55
5/7/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5/8/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5/9/2005,96.18,95.96,95.96,95.83,95.83,95.72,95.72,95.64,95.64,96.55,96.55
5/10/2005,96.22,96.02,96.02,95.90,95.90,95.79,95.79,95.71,95.71,96.57,96.57
5/11/2005,96.23,96.03,96.03,95.91,95.91,95.81,95.81,95.72,95.72,96.57,96.57
5/12/2005,96.24,96.06,96.06,95.95,95.95,95.85,95.85,95.77,95.77,96.57,96.57
5/13/2005,96.28,96.12,96.12,96.02,96.02,95.92,95.92,95.84,95.84,96.58,96.58
5/14/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5/15/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5/16/2005,96.28,96.12,96.12,96.03,96.03,95.93,95.93,95.85,95.85,96.58,96.58
5/17/2005,96.27,96.11,96.11,96.02,96.02,95.93,95.93,95.85,95.85,96.58,96.58
5/18/2005,96.29,96.14,96.14,96.06,96.06,95.97,95.97,95.90,95.90,96.58,96.58
5/19/2005,96.25,96.08,96.08,95.99,95.99,95.90,95.90,95.82,95.82,96.58,96.58
5/20/2005,96.21,96.03,96.03,95.93,95.93,95.85,95.85,95.77,95.77,96.57,96.57
5/21/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5/22/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5/23/2005,96.24,96.08,96.08,95.99,95.99,95.90,95.90,95.83,95.83,96.58,96.58
5/24/2005,96.26,96.11,96.11,96.03,96.03,95.95,95.95,95.88,95.88,96.58,96.58
5/25/2005,96.27,96.12,96.12,96.04,96.04,95.97,95.97,95.90,95.90,96.58,96.58
5/26/2005,96.24,96.08,96.08,96.00,96.00,95.93,95.93,95.87,95.87,96.58,96.58
5/27/2005,96.24,96.07,96.07,96.00,96.00,95.93,95.93,95.87,95.87,96.58,96.58
5/28/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5/29/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5/30/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5/31/2005,96.27,96.12,96.12,96.06,96.06,96.00,96.00,95.94,95.94,96.58,96.58
6/1/2005,96.32,96.20,96.24,96.15,96.20,96.10,96.15,96.04,96.10,96.32,96.58
6/2/2005,96.32,96.18,96.23,96.14,96.18,96.08,96.14,96.03,96.08,96.32,96.59
6/3/2005,96.31,96.13,96.19,96.07,96.13,96.01,96.07,95.95,96.01,96.31,96.59
6/4/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6/5/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6/6/2005,96.30,96.12,96.18,96.06,96.12,96.00,96.06,95.94,96.00,96.30,96.59
6/7/2005,96.32,96.15,96.21,96.09,96.15,96.03,96.09,95.97,96.03,96.32,96.60
6/8/2005,96.29,96.09,96.16,96.04,96.09,95.98,96.04,95.92,95.98,96.29,96.60
6/9/2005,96.26,96.05,96.12,95.99,96.05,95.94,95.99,95.89,95.94,96.26,96.60
6/10/2005,96.20,95.95,96.04,95.89,95.95,95.84,95.89,95.79,95.84,96.20,96.59
6/11/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6/12/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6/13/2005,96.20,95.97,96.05,95.90,95.97,95.84,95.90,95.78,95.84,96.20,96.59
6/14/2005,96.05,95.97,95.97,95.90,95.90,95.83,95.83,95.76,95.76,96.20,96.20
6/15/2005,96.04,95.95,95.95,95.88,95.88,95.81,95.81,95.74,95.74,96.19,96.19
6/16/2005,96.06,95.99,95.99,95.92,95.92,95.86,95.86,95.80,95.80,96.20,96.20
6/17/2005,96.05,95.98,95.98,95.91,95.91,95.85,95.85,95.79,95.79,96.20,96.20
6/18/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6/19/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6/20/2005,96.04,95.96,95.96,95.89,95.89,95.83,95.83,95.77,95.77,96.19,96.19
6/21/2005,96.04,95.98,95.98,95.93,95.93,95.88,95.88,95.83,95.83,96.19,96.19
6/22/2005,96.12,96.08,96.08,96.04,96.04,96.00,96.00,95.96,95.96,96.23,96.23
6/23/2005,96.11,96.07,96.07,96.03,96.03,95.99,95.99,95.95,95.95,96.22,96.22
6/24/2005,96.15,96.13,96.13,96.10,96.10,96.07,96.07,96.02,96.02,96.24,96.24
6/25/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6/26/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6/27/2005,96.14,96.11,96.11,96.09,96.09,96.06,96.06,96.02,96.02,96.23,96.23
6/28/2005,96.08,96.04,96.04,96.02,96.02,95.99,95.99,95.95,95.95,96.20,96.20
6/29/2005,96.06,96.02,96.02,95.99,95.99,95.96,95.96,95.92,95.92,96.18,96.18
6/30/2005,96.03,96.01,96.01,96.00,96.00,95.98,95.98,95.96,95.96,96.15,96.15
7/1/2005,95.93,95.90,95.90,95.88,95.88,95.87,95.87,95.85,95.85,96.12,96.12
7/2/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7/3/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7/4/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7/5/2005,95.90,95.85,95.85,95.82,95.82,95.81,95.81,95.78,95.78,96.09,96.09
7/6/2005,95.92,95.88,95.88,95.85,95.85,95.83,95.83,95.80,95.80,96.10,96.10
7/7/2005,95.98,95.94,95.94,95.91,95.91,95.89,95.89,95.85,95.85,96.14,96.14
7/8/2005,95.91,95.86,95.86,95.84,95.84,95.82,95.82,95.78,95.78,96.10,96.10
7/9/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7/10/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7/11/2005,95.90,95.85,95.85,95.82,95.82,95.80,95.80,95.76,95.76,96.09,96.09
7/12/2005,95.88,95.83,95.83,95.80,95.80,95.78,95.78,95.75,95.75,96.07,96.07
7/13/2005,95.86,95.81,95.81,95.78,95.78,95.77,95.77,95.73,95.73,96.06,96.06
7/14/2005,95.87,95.81,95.81,95.77,95.77,95.75,95.75,95.71,95.71,96.06,96.06
7/15/2005,95.86,95.79,95.79,95.75,95.75,95.73,95.73,95.70,95.70,96.06,96.06
7/16/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7/17/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7/18/2005,95.84,95.77,95.77,95.73,95.73,95.70,95.70,95.66,95.66,96.05,96.05
7/19/2005,95.85,95.78,95.78,95.74,95.74,95.72,95.72,95.68,95.68,96.05,96.05
7/20/2005,95.84,95.76,95.76,95.72,95.72,95.70,95.70,95.67,95.67,96.05,96.05
7/21/2005,95.81,95.71,95.71,95.65,95.65,95.61,95.61,95.56,95.56,96.04,96.04
7/22/2005,95.83,95.75,95.75,95.69,95.69,95.65,95.65,95.61,95.61,96.05,96.05
7/23/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7/24/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7/25/2005,95.81,95.72,95.72,95.66,95.66,95.62,95.62,95.58,95.58,96.04,96.04
7/26/2005,95.81,95.72,95.72,95.66,95.66,95.62,95.62,95.58,95.58,96.04,96.04
7/27/2005,95.78,95.68,95.68,95.61,95.61,95.57,95.57,95.53,95.53,96.04,96.04
7/28/2005,95.79,95.70,95.70,95.64,95.64,95.60,95.60,95.57,95.57,96.04,96.04
7/29/2005,95.74,95.63,95.63,95.57,95.57,95.54,95.54,95.50,95.50,96.03,96.03
7/30/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7/31/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8/1/2005,95.73,95.62,95.62,95.55,95.55,95.51,95.51,95.47,95.47,96.02,96.02
8/2/2005,95.73,95.61,95.61,95.54,95.54,95.49,95.49,95.45,95.45,96.02,96.02
8/3/2005,95.74,95.64,95.64,95.58,95.58,95.54,95.54,95.50,95.50,96.02,96.02
8/4/2005,95.73,95.63,95.63,95.56,95.56,95.51,95.51,95.47,95.47,96.02,96.02
8/5/2005,95.68,95.55,95.55,95.47,95.47,95.41,95.41,95.37,95.37,96.01,96.01
8/6/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8/7/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8/8/2005,95.65,95.51,95.51,95.43,95.43,95.37,95.37,95.32,95.32,96.00,96.00
8/9/2005,95.68,95.54,95.54,95.46,95.46,95.40,95.40,95.36,95.36,96.00,96.00
8/10/2005,95.67,95.54,95.54,95.46,95.46,95.41,95.41,95.37,95.37,96.00,96.00
8/11/2005,95.70,95.58,95.58,95.52,95.52,95.47,95.47,95.44,95.44,96.00,96.00
8/12/2005,95.72,95.61,95.61,95.57,95.57,95.53,95.53,95.51,95.51,96.00,96.00
8/13/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8/14/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8/15/2005,95.69,95.58,95.58,95.53,95.53,95.50,95.50,95.47,95.47,96.01,96.01
8/16/2005,95.71,95.62,95.62,95.59,95.59,95.56,95.56,95.53,95.53,96.01,96.01
8/17/2005,95.70,95.59,95.59,95.55,95.55,95.52,95.52,95.49,95.49,96.01,96.01
8/18/2005,95.73,95.64,95.64,95.61,95.61,95.59,95.59,95.56,95.56,96.01,96.01
8/19/2005,95.72,95.62,95.62,95.60,95.60,95.58,95.58,95.55,95.55,96.01,96.01
8/20/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8/21/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8/22/2005,95.72,95.63,95.63,95.60,95.60,95.59,95.59,95.56,95.56,96.01,96.01
8/23/2005,95.73,95.66,95.66,95.64,95.64,95.62,95.62,95.60,95.60,96.01,96.01
8/24/2005,95.73,95.66,95.66,95.63,95.63,95.62,95.62,95.59,95.59,96.02,96.02
8/25/2005,95.73,95.66,95.66,95.63,95.63,95.61,95.61,95.59,95.59,96.02,96.02
8/26/2005,95.69,95.59,95.59,95.55,95.55,95.52,95.52,95.51,95.51,96.02,96.02
8/27/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8/28/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8/29/2005,95.69,95.59,95.59,95.55,95.55,95.53,95.53,95.51,95.51,96.02,96.02
8/30/2005,95.79,95.73,95.73,95.71,95.71,95.69,95.69,95.67,95.67,96.05,96.05
8/31/2005,95.92,95.89,95.89,95.86,95.86,95.84,95.84,95.80,95.80,96.08,96.08
9/1/2005,96.09,95.98,96.03,95.93,95.98,95.88,95.93,95.86,95.88,96.09,96.21
9/2/2005,96.05,95.94,95.98,95.91,95.94,95.86,95.91,95.84,95.86,96.05,96.18
9/3/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/4/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/5/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/6/2005,95.99,95.87,95.91,95.83,95.87,95.79,95.83,95.77,95.79,95.99,96.16
9/7/2005,95.93,95.80,95.84,95.77,95.80,95.73,95.77,95.72,95.73,95.93,96.12
9/8/2005,95.91,95.79,95.83,95.76,95.79,95.72,95.76,95.71,95.72,95.91,96.12
9/9/2005,95.92,95.79,95.83,95.76,95.79,95.72,95.76,95.72,95.72,95.92,96.12
9/10/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/11/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/12/2005,95.89,95.74,95.79,95.71,95.74,95.68,95.71,95.68,95.68,95.89,96.11
9/13/2005,95.91,95.79,95.83,95.76,95.79,95.74,95.76,95.74,95.74,95.91,96.11
9/14/2005,95.91,95.77,95.82,95.74,95.77,95.72,95.74,95.72,95.72,95.91,96.11
9/15/2005,95.91,95.75,95.81,95.72,95.75,95.68,95.72,95.68,95.68,95.91,96.11
9/16/2005,95.83,95.69,95.74,95.65,95.69,95.62,95.65,95.61,95.62,95.83,96.09
9/17/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/18/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/19/2005,95.87,95.72,95.77,95.69,95.72,95.66,95.69,95.66,95.66,95.87,96.08
9/20/2005,95.69,95.65,95.65,95.63,95.63,95.60,95.60,95.61,95.61,95.78,95.78
9/21/2005,95.72,95.68,95.68,95.67,95.67,95.65,95.65,95.66,95.66,95.80,95.80
9/22/2005,95.73,95.70,95.70,95.68,95.68,95.66,95.66,95.67,95.67,95.81,95.81
9/23/2005,95.65,95.61,95.61,95.59,95.59,95.58,95.58,95.59,95.59,95.76,95.76
9/24/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/25/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/26/2005,95.61,95.57,95.57,95.55,95.55,95.53,95.53,95.54,95.54,95.72,95.72
9/27/2005,95.57,95.53,95.53,95.51,95.51,95.50,95.50,95.51,95.51,95.69,95.69
9/28/2005,95.55,95.51,95.51,95.51,95.51,95.51,95.51,95.53,95.53,95.68,95.68
9/29/2005,95.53,95.48,95.48,95.47,95.47,95.47,95.47,95.49,95.49,95.67,95.67
9/30/2005,95.45,95.40,95.40,95.39,95.39,95.39,95.39,95.43,95.43,95.62,95.62
10/1/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/2/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/3/2005,95.43,95.36,95.36,95.34,95.34,95.34,95.34,95.37,95.37,95.60,95.60
10/4/2005,95.44,95.36,95.36,95.34,95.34,95.35,95.35,95.38,95.38,95.60,95.60
10/5/2005,95.45,95.38,95.38,95.36,95.36,95.36,95.36,95.39,95.39,95.60,95.60
10/6/2005,95.47,95.41,95.41,95.39,95.39,95.39,95.39,95.41,95.41,95.61,95.61
10/7/2005,95.46,95.40,95.40,95.38,95.38,95.39,95.39,95.41,95.41,95.61,95.61
10/8/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/9/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/10/2005,95.46,95.40,95.40,95.38,95.38,95.39,95.39,95.41,95.41,95.61,95.61
10/11/2005,95.44,95.36,95.36,95.35,95.35,95.35,95.35,95.38,95.38,95.61,95.61
10/12/2005,95.41,95.33,95.33,95.32,95.32,95.32,95.32,95.34,95.34,95.59,95.59
10/13/2005,95.42,95.34,95.34,95.32,95.32,95.32,95.32,95.33,95.33,95.58,95.58
10/14/2005,95.40,95.31,95.31,95.29,95.29,95.28,95.28,95.30,95.30,95.58,95.58
10/15/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/16/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/17/2005,95.40,95.32,95.32,95.29,95.29,95.28,95.28,95.29,95.29,95.58,95.58
10/18/2005,95.40,95.32,95.32,95.30,95.30,95.30,95.30,95.32,95.32,95.58,95.58
10/19/2005,95.41,95.34,95.34,95.32,95.32,95.33,95.33,95.35,95.35,95.58,95.58
10/20/2005,95.39,95.32,95.32,95.30,95.30,95.31,95.31,95.33,95.33,95.58,95.58
10/21/2005,95.43,95.37,95.37,95.36,95.36,95.37,95.37,95.39,95.39,95.59,95.59
10/22/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/23/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/24/2005,95.39,95.33,95.33,95.32,95.32,95.32,95.32,95.35,95.35,95.57,95.57
10/25/2005,95.35,95.27,95.27,95.25,95.25,95.26,95.26,95.28,95.28,95.56,95.56
10/26/2005,95.29,95.20,95.20,95.18,95.18,95.18,95.18,95.20,95.20,95.54,95.54
10/27/2005,95.29,95.21,95.21,95.19,95.19,95.20,95.20,95.22,95.22,95.54,95.54
10/28/2005,95.27,95.19,95.19,95.17,95.17,95.18,95.18,95.20,95.20,95.52,95.52
10/29/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/30/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/31/2005,95.27,95.18,95.18,95.16,95.16,95.16,95.16,95.19,95.19,95.52,95.52
11/1/2005,95.23,95.13,95.13,95.12,95.12,95.13,95.13,95.15,95.15,95.52,95.52
11/2/2005,95.21,95.11,95.11,95.10,95.10,95.11,95.11,95.14,95.14,95.51,95.51
11/3/2005,95.18,95.06,95.06,95.05,95.05,95.06,95.06,95.08,95.08,95.51,95.51
11/4/2005,95.18,95.06,95.06,95.05,95.05,95.06,95.06,95.08,95.08,95.50,95.50
11/5/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/6/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/7/2005,95.18,95.07,95.07,95.05,95.05,95.07,95.07,95.09,95.09,95.50,95.50
11/8/2005,95.20,95.11,95.11,95.10,95.10,95.12,95.12,95.15,95.15,95.51,95.51
11/9/2005,95.16,95.05,95.05,95.04,95.04,95.06,95.06,95.09,95.09,95.50,95.50
11/10/2005,95.20,95.09,95.09,95.09,95.09,95.12,95.12,95.15,95.15,95.50,95.50
11/11/2005,95.20,95.09,95.09,95.09,95.09,95.12,95.12,95.15,95.15,95.50,95.50
11/12/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/13/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/14/2005,95.16,95.04,95.04,95.03,95.03,95.06,95.06,95.09,95.09,95.49,95.49
11/15/2005,95.18,95.07,95.07,95.06,95.06,95.09,95.09,95.12,95.12,95.49,95.49
11/16/2005,95.22,95.13,95.13,95.13,95.13,95.17,95.17,95.20,95.20,95.49,95.49
11/17/2005,95.25,95.17,95.17,95.20,95.20,95.24,95.24,95.28,95.28,95.50,95.50
11/18/2005,95.20,95.12,95.12,95.15,95.15,95.20,95.20,95.24,95.24,95.49,95.49
11/19/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/20/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/21/2005,95.24,95.17,95.17,95.20,95.20,95.24,95.24,95.29,95.29,95.50,95.50
11/22/2005,95.31,95.27,95.27,95.30,95.30,95.34,95.34,95.37,95.37,95.52,95.52
11/23/2005,95.27,95.21,95.21,95.24,95.24,95.28,95.28,95.31,95.31,95.51,95.51
11/24/2005,95.27,95.21,95.21,95.24,95.24,95.28,95.28,95.31,95.31,95.51,95.51
11/25/2005,95.29,95.24,95.24,95.27,95.27,95.31,95.31,95.35,95.35,95.51,95.51
