Mnemonic,FFB2C.D7,FFE2C.D7,FFB3C.D7,FFE3C.D7,FFB4C.D7,FFE4C.D7,FFB5C.D7,FFE5C.D7,FFB6C.D7,FFE6C.D7,FFB7C.D7,FFE7C.D7,FFB1C.D7,FFE1C.D7
3/3/1999,95.17,95.20,95.13,95.17,95.06,95.13,95.04,95.06,94.96,95.04,94.88,94.96,95.20,95.23
3/4/1999,95.17,95.19,95.12,95.17,95.05,95.12,95.03,95.05,94.95,95.03,94.87,94.95,95.19,95.24
3/5/1999,95.20,95.22,95.16,95.20,95.11,95.16,95.09,95.11,95.01,95.09,94.93,95.01,95.22,95.23
3/6/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/7/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/8/1999,95.20,95.22,95.17,95.20,95.11,95.17,95.10,95.11,95.02,95.10,94.94,95.02,95.22,95.22
3/9/1999,95.21,95.22,95.18,95.21,95.14,95.18,95.14,95.14,95.07,95.14,95.01,95.07,95.22,95.22
3/10/1999,95.21,95.22,95.18,95.21,95.14,95.18,95.13,95.14,95.06,95.13,95.00,95.06,95.22,95.22
3/11/1999,95.21,95.23,95.18,95.21,95.14,95.18,95.13,95.14,95.06,95.13,95.00,95.06,95.23,95.22
3/12/1999,95.21,95.23,95.18,95.21,95.15,95.18,95.16,95.15,95.09,95.16,95.03,95.09,95.23,95.22
3/13/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/14/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/15/1999,95.21,95.23,95.18,95.21,95.15,95.18,95.15,95.15,95.08,95.15,95.03,95.08,95.23,95.21
3/16/1999,95.21,95.23,95.18,95.21,95.16,95.18,95.16,95.16,95.09,95.16,95.04,95.09,95.23,95.21
3/17/1999,95.21,95.23,95.18,95.21,95.16,95.18,95.16,95.16,95.10,95.16,95.05,95.10,95.23,95.22
3/18/1999,95.21,95.23,95.18,95.21,95.17,95.18,95.17,95.17,95.11,95.17,95.06,95.11,95.23,95.22
3/19/1999,95.21,95.23,95.18,95.21,95.16,95.18,95.16,95.16,95.11,95.16,95.05,95.11,95.23,95.22
3/20/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/21/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/22/1999,95.21,95.23,95.18,95.21,95.15,95.18,95.15,95.15,95.10,95.15,95.04,95.10,95.23,95.22
3/23/1999,95.22,95.23,95.18,95.22,95.17,95.18,95.17,95.17,95.12,95.17,95.06,95.12,95.23,95.21
3/24/1999,95.22,95.23,95.19,95.22,95.18,95.19,95.18,95.18,95.12,95.18,95.06,95.12,95.23,95.20
3/25/1999,95.22,95.23,95.19,95.22,95.17,95.19,95.17,95.17,95.10,95.17,95.05,95.10,95.23,95.20
3/26/1999,95.23,95.23,95.20,95.23,95.18,95.20,95.18,95.18,95.12,95.18,95.07,95.12,95.23,95.19
3/27/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/28/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/29/1999,95.22,95.23,95.19,95.22,95.17,95.19,95.17,95.17,95.12,95.17,95.07,95.12,95.23,95.19
3/30/1999,95.23,95.23,95.20,95.23,95.18,95.20,95.18,95.18,95.13,95.18,95.09,95.13,95.23,95.19
3/31/1999,95.22,95.23,95.19,95.22,95.17,95.19,95.17,95.17,95.11,95.17,95.07,95.11,95.23,95.19
4/1/1999,95.19,95.22,95.17,95.19,95.17,95.17,95.11,95.17,95.07,95.11,95.03,95.07,95.22,95.22
4/2/1999,95.20,95.23,95.18,95.20,95.18,95.18,95.12,95.18,95.08,95.12,95.04,95.08,95.23,95.22
4/3/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/4/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/5/1999,95.20,95.23,95.18,95.20,95.18,95.18,95.13,95.18,95.09,95.13,95.05,95.09,95.23,95.23
4/6/1999,95.21,95.24,95.19,95.21,95.19,95.19,95.14,95.19,95.10,95.14,95.06,95.10,95.24,95.24
4/7/1999,95.21,95.24,95.20,95.21,95.19,95.20,95.14,95.19,95.13,95.14,95.09,95.13,95.24,95.25
4/8/1999,95.22,95.24,95.22,95.22,95.22,95.22,95.17,95.22,95.16,95.17,95.12,95.16,95.24,95.26
4/9/1999,95.23,95.24,95.22,95.23,95.22,95.22,95.18,95.22,95.17,95.18,95.13,95.17,95.24,95.26
4/10/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/11/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/12/1999,95.23,95.24,95.22,95.23,95.22,95.22,95.20,95.22,95.17,95.20,95.13,95.17,95.24,95.26
4/13/1999,95.23,95.24,95.22,95.23,95.22,95.22,95.20,95.22,95.17,95.20,95.13,95.17,95.24,95.26
4/14/1999,95.22,95.24,95.21,95.22,95.21,95.21,95.19,95.21,95.16,95.19,95.12,95.16,95.24,95.26
4/15/1999,95.22,95.24,95.21,95.22,95.20,95.21,95.17,95.20,95.14,95.17,95.10,95.14,95.24,95.26
4/16/1999,95.21,95.23,95.18,95.21,95.17,95.18,95.12,95.17,95.09,95.12,95.05,95.09,95.23,95.27
4/17/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/18/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/19/1999,95.21,95.23,95.19,95.21,95.18,95.19,95.15,95.18,95.12,95.15,95.08,95.12,95.23,95.27
4/20/1999,95.22,95.24,95.20,95.22,95.19,95.20,95.16,95.19,95.14,95.16,95.10,95.14,95.24,95.28
4/21/1999,95.22,95.24,95.20,95.22,95.19,95.20,95.16,95.19,95.14,95.16,95.10,95.14,95.24,95.30
4/22/1999,95.21,95.23,95.19,95.21,95.18,95.19,95.14,95.18,95.12,95.14,95.09,95.12,95.23,95.30
4/23/1999,95.22,95.24,95.19,95.22,95.18,95.19,95.14,95.18,95.12,95.14,95.09,95.12,95.24,95.30
4/24/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/25/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/26/1999,95.22,95.24,95.19,95.22,95.18,95.19,95.14,95.18,95.12,95.14,95.09,95.12,95.24,95.29
4/27/1999,95.22,95.24,95.19,95.22,95.18,95.19,95.14,95.18,95.12,95.14,95.09,95.12,95.24,95.27
4/28/1999,95.22,95.24,95.18,95.22,95.17,95.18,95.13,95.17,95.11,95.13,95.08,95.11,95.24,95.27
4/29/1999,95.23,95.24,95.21,95.23,95.20,95.21,95.18,95.20,95.17,95.18,95.14,95.17,95.24,95.27
4/30/1999,95.21,95.23,95.18,95.21,95.17,95.18,95.12,95.17,95.10,95.12,95.07,95.10,95.23,95.27
5/1/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5/2/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5/3/1999,95.17,95.21,95.16,95.17,95.11,95.16,95.08,95.11,95.05,95.08,95.01,95.05,95.21,95.23
5/4/1999,95.16,95.21,95.15,95.16,95.10,95.15,95.07,95.10,95.04,95.07,95.00,95.04,95.21,95.23
5/5/1999,95.17,95.21,95.16,95.17,95.11,95.16,95.09,95.11,95.05,95.09,95.01,95.05,95.21,95.24
5/6/1999,95.15,95.20,95.14,95.15,95.07,95.14,95.05,95.07,95.01,95.05,94.96,95.01,95.20,95.24
5/7/1999,95.15,95.20,95.14,95.15,95.07,95.14,95.05,95.07,95.01,95.05,94.96,95.01,95.20,95.24
5/8/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5/9/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5/10/1999,95.16,95.20,95.15,95.16,95.10,95.15,95.08,95.10,95.04,95.08,94.99,95.04,95.20,95.24
5/11/1999,95.16,95.20,95.15,95.16,95.10,95.15,95.08,95.10,95.04,95.08,94.99,95.04,95.20,95.24
5/12/1999,95.16,95.20,95.15,95.16,95.10,95.15,95.08,95.10,95.04,95.08,94.99,95.04,95.20,95.24
5/13/1999,95.18,95.22,95.17,95.18,95.13,95.17,95.12,95.13,95.08,95.12,95.03,95.08,95.22,95.24
5/14/1999,95.12,95.18,95.11,95.12,95.05,95.11,95.02,95.05,94.95,95.02,94.90,94.95,95.18,95.22
5/15/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5/16/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5/17/1999,95.12,95.18,95.11,95.12,95.05,95.11,95.01,95.05,94.94,95.01,94.89,94.94,95.18,95.21
5/18/1999,95.09,95.19,95.07,95.09,94.98,95.07,94.94,94.98,94.88,94.94,94.83,94.88,95.19,95.22
5/19/1999,95.10,95.21,95.08,95.10,94.99,95.08,94.95,94.99,94.90,94.95,94.85,94.90,95.21,95.24
5/20/1999,95.10,95.21,95.07,95.10,94.99,95.07,94.94,94.99,94.90,94.94,94.84,94.90,95.21,95.24
5/21/1999,95.12,95.22,95.09,95.12,95.01,95.09,94.96,95.01,94.92,94.96,94.86,94.92,95.22,95.24
5/22/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5/23/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5/24/1999,95.12,95.22,95.09,95.12,95.01,95.09,94.96,95.01,94.92,94.96,94.86,94.92,95.22,95.24
5/25/1999,95.11,95.21,95.08,95.11,95.01,95.08,94.96,95.01,94.92,94.96,94.86,94.92,95.21,95.24
5/26/1999,95.11,95.21,95.08,95.11,95.00,95.08,94.95,95.00,94.91,94.95,94.85,94.91,95.21,95.23
5/27/1999,95.07,95.19,95.04,95.07,94.93,95.04,94.87,94.93,94.82,94.87,94.78,94.82,95.19,95.22
5/28/1999,95.07,95.19,95.04,95.07,94.94,95.04,94.88,94.94,94.83,94.88,94.76,94.83,95.19,95.23
5/29/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5/30/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5/31/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6/1/1999,95.01,95.04,94.88,95.01,94.81,94.88,94.76,94.81,94.70,94.76,94.67,94.70,95.04,95.17
6/2/1999,95.01,95.04,94.89,95.01,94.82,94.89,94.76,94.82,94.70,94.76,94.66,94.70,95.04,95.20
6/3/1999,95.00,95.04,94.88,95.00,94.82,94.88,94.76,94.82,94.70,94.76,94.66,94.70,95.04,95.21
6/4/1999,94.99,95.03,94.86,94.99,94.80,94.86,94.74,94.80,94.68,94.74,94.64,94.68,95.03,95.22
6/5/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6/6/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6/7/1999,95.00,95.04,94.87,95.00,94.81,94.87,94.75,94.81,94.70,94.75,94.66,94.70,95.04,95.23
6/8/1999,94.99,95.04,94.86,94.99,94.80,94.86,94.74,94.80,94.69,94.74,94.65,94.69,95.04,95.23
6/9/1999,94.98,95.03,94.83,94.98,94.77,94.83,94.71,94.77,94.66,94.71,94.62,94.66,95.03,95.23
6/10/1999,94.95,95.01,94.80,94.95,94.74,94.80,94.68,94.74,94.62,94.68,94.58,94.62,95.01,95.22
6/11/1999,94.93,94.99,94.78,94.93,94.72,94.78,94.65,94.72,94.59,94.65,94.55,94.59,94.99,95.22
6/12/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6/13/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6/14/1999,94.93,94.99,94.80,94.93,94.74,94.80,94.67,94.74,94.61,94.67,94.57,94.61,94.99,95.22
6/15/1999,94.92,94.99,94.80,94.92,94.74,94.80,94.67,94.74,94.61,94.67,94.57,94.61,94.99,95.24
6/16/1999,94.94,95.00,94.83,94.94,94.78,94.83,94.71,94.78,94.65,94.71,94.61,94.65,95.00,95.25
6/17/1999,94.96,95.00,94.88,94.96,94.83,94.88,94.78,94.83,94.72,94.78,94.68,94.72,95.00,95.25
6/18/1999,94.95,95.00,94.86,94.95,94.81,94.86,94.76,94.81,94.70,94.76,94.66,94.70,95.00,95.25
6/19/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6/20/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6/21/1999,94.95,94.99,94.86,94.95,94.81,94.86,94.74,94.81,94.68,94.74,94.64,94.68,94.99,95.25
6/22/1999,94.93,94.98,94.82,94.93,94.77,94.82,94.70,94.77,94.64,94.70,94.60,94.64,94.98,95.25
6/23/1999,94.91,94.96,94.81,94.91,94.75,94.81,94.68,94.75,94.60,94.68,94.56,94.60,94.96,95.25
6/24/1999,94.91,94.95,94.80,94.91,94.74,94.80,94.65,94.74,94.57,94.65,94.53,94.57,94.95,95.24
6/25/1999,94.91,94.95,94.80,94.91,94.73,94.80,94.65,94.73,94.57,94.65,94.53,94.57,94.95,95.22
6/26/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6/27/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6/28/1999,94.90,94.94,94.79,94.90,94.72,94.79,94.64,94.72,94.56,94.64,94.52,94.56,94.94,95.22
6/29/1999,94.90,94.94,94.80,94.90,94.72,94.80,94.64,94.72,94.53,94.64,94.44,94.53,94.94,95.22
6/30/1999,94.95,94.98,94.87,94.95,94.80,94.87,94.72,94.80,94.60,94.72,94.47,94.60,94.98,95.23
7/1/1999,94.87,94.96,94.79,94.87,94.73,94.79,94.63,94.73,94.47,94.63,94.47,94.47,94.96,94.98
7/2/1999,94.87,94.96,94.80,94.87,94.74,94.80,94.64,94.74,94.50,94.64,94.58,94.50,94.96,94.98
7/3/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7/4/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7/5/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7/6/1999,94.86,94.96,94.79,94.86,94.73,94.79,94.62,94.73,94.45,94.62,94.52,94.45,94.96,94.99
7/7/1999,94.86,94.95,94.78,94.86,94.71,94.78,94.61,94.71,94.45,94.61,94.52,94.45,94.95,94.99
7/8/1999,94.87,94.96,94.80,94.87,94.73,94.80,94.63,94.73,94.50,94.63,94.64,94.50,94.96,94.99
7/9/1999,94.86,94.96,94.80,94.86,94.72,94.80,94.63,94.72,94.49,94.63,94.61,94.49,94.96,94.99
7/10/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7/11/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7/12/1999,94.87,94.97,94.80,94.87,94.73,94.80,94.64,94.73,94.51,94.64,94.63,94.51,94.97,94.99
7/13/1999,94.88,94.97,94.82,94.88,94.75,94.82,94.65,94.75,94.53,94.65,94.65,94.53,94.97,94.99
7/14/1999,94.89,94.97,94.82,94.89,94.75,94.82,94.64,94.75,94.51,94.64,94.62,94.51,94.97,94.99
7/15/1999,94.88,94.96,94.81,94.88,94.74,94.81,94.64,94.74,94.52,94.64,94.64,94.52,94.96,94.99
7/16/1999,94.90,94.97,94.83,94.90,94.76,94.83,94.67,94.76,94.56,94.67,94.64,94.56,94.97,94.99
7/17/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7/18/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7/19/1999,94.91,94.98,94.84,94.91,94.77,94.84,94.68,94.77,94.56,94.68,94.64,94.56,94.98,95.00
7/20/1999,94.92,94.98,94.87,94.92,94.82,94.87,94.78,94.82,94.68,94.78,94.69,94.68,94.98,95.00
7/21/1999,94.92,94.98,94.87,94.92,94.84,94.87,94.80,94.84,94.70,94.80,94.72,94.70,94.98,95.00
7/22/1999,94.86,94.96,94.79,94.86,94.73,94.79,94.70,94.73,94.60,94.70,94.60,94.60,94.96,95.00
7/23/1999,94.86,94.96,94.78,94.86,94.72,94.78,94.66,94.72,94.57,94.66,94.57,94.57,94.96,95.00
7/24/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7/25/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7/26/1999,94.85,94.96,94.77,94.85,94.71,94.77,94.65,94.71,94.57,94.65,94.55,94.57,94.96,95.00
7/27/1999,94.86,94.96,94.78,94.86,94.72,94.78,94.68,94.72,94.60,94.68,94.58,94.60,94.96,95.00
7/28/1999,94.86,94.97,94.79,94.86,94.73,94.79,94.69,94.73,94.60,94.69,94.58,94.60,94.97,95.01
7/29/1999,94.83,94.94,94.75,94.83,94.68,94.75,94.64,94.68,94.55,94.64,94.51,94.55,94.94,95.00
7/30/1999,94.82,94.95,94.74,94.82,94.67,94.74,94.62,94.67,94.54,94.62,94.50,94.54,94.95,95.00
7/31/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8/1/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8/2/1999,94.72,94.80,94.65,94.72,94.58,94.65,94.50,94.58,94.45,94.50,#N/A,94.45,94.80,94.94
8/3/1999,94.71,94.81,94.66,94.71,94.59,94.66,94.51,94.59,94.48,94.51,#N/A,94.48,94.81,94.95
8/4/1999,94.73,94.82,94.67,94.73,94.62,94.67,94.54,94.62,94.49,94.54,#N/A,94.49,94.82,94.95
8/5/1999,94.75,94.84,94.70,94.75,94.65,94.70,94.57,94.65,94.54,94.57,#N/A,94.54,94.84,94.96
8/6/1999,94.69,94.78,94.62,94.69,94.53,94.62,94.49,94.53,94.44,94.49,#N/A,94.44,94.78,94.94
8/7/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8/8/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8/9/1999,94.66,94.75,94.59,94.66,94.51,94.59,94.44,94.51,94.39,94.44,#N/A,94.39,94.75,94.94
8/10/1999,94.66,94.75,94.59,94.66,94.51,94.59,94.44,94.51,94.39,94.44,#N/A,94.39,94.75,94.94
8/11/1999,94.67,94.76,94.61,94.67,94.54,94.61,94.45,94.54,94.41,94.45,#N/A,94.41,94.76,94.94
8/12/1999,94.67,94.76,94.61,94.67,94.54,94.61,94.46,94.54,94.42,94.46,#N/A,94.42,94.76,94.94
8/13/1999,94.69,94.77,94.64,94.69,94.56,94.64,94.50,94.56,94.46,94.50,#N/A,94.46,94.77,94.95
8/14/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8/15/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8/16/1999,94.69,94.77,94.64,94.69,94.58,94.64,94.52,94.58,94.48,94.52,#N/A,94.48,94.77,94.94
8/17/1999,94.70,94.77,94.65,94.70,94.61,94.65,94.55,94.61,94.51,94.55,#N/A,94.51,94.77,94.94
8/18/1999,94.70,94.77,94.66,94.70,94.61,94.66,94.55,94.61,94.51,94.55,#N/A,94.51,94.77,94.95
8/19/1999,94.70,94.77,94.66,94.70,94.61,94.66,94.55,94.61,94.51,94.55,#N/A,94.51,94.77,94.95
8/20/1999,94.71,94.78,94.67,94.71,94.63,94.67,94.57,94.63,94.52,94.57,#N/A,94.52,94.78,94.95
8/21/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8/22/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8/23/1999,94.70,94.77,94.66,94.70,94.62,94.66,94.57,94.62,94.53,94.57,#N/A,94.53,94.77,94.94
8/24/1999,94.68,94.74,94.64,94.68,94.60,94.64,94.55,94.60,94.56,94.55,#N/A,94.56,94.74,94.94
8/25/1999,94.70,94.74,94.66,94.70,94.62,94.66,94.57,94.62,94.58,94.57,#N/A,94.58,94.74,94.94
8/26/1999,94.69,94.74,94.65,94.69,94.61,94.65,94.55,94.61,94.58,94.55,#N/A,94.58,94.74,94.94
8/27/1999,94.67,94.73,94.62,94.67,94.59,94.62,94.54,94.59,94.57,94.54,#N/A,94.57,94.73,94.94
8/28/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8/29/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8/30/1999,94.65,94.73,94.60,94.65,94.57,94.60,94.53,94.57,94.49,94.53,#N/A,94.49,94.73,94.94
8/31/1999,94.64,94.72,94.59,94.64,94.57,94.59,94.52,94.57,94.48,94.52,#N/A,94.48,94.72,94.93
9/1/1999,94.60,94.64,94.58,94.60,94.53,94.58,94.47,94.53,#N/A,94.47,#N/A,#N/A,94.64,94.73
9/2/1999,94.59,94.64,94.57,94.59,94.52,94.57,94.43,94.52,#N/A,94.43,#N/A,#N/A,94.64,94.73
9/3/1999,94.63,94.68,94.60,94.63,94.54,94.60,94.50,94.54,#N/A,94.50,#N/A,#N/A,94.68,94.74
9/4/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/5/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/6/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/7/1999,94.63,94.68,94.58,94.63,94.51,94.58,94.48,94.51,#N/A,94.48,#N/A,#N/A,94.68,94.74
9/8/1999,94.63,94.67,94.59,94.63,94.54,94.59,94.48,94.54,94.44,94.48,94.40,94.44,94.67,94.74
9/9/1999,94.62,94.66,94.58,94.62,94.52,94.58,94.46,94.52,94.40,94.46,94.34,94.40,94.66,94.75
9/10/1999,94.63,94.68,94.60,94.63,94.56,94.60,94.50,94.56,94.45,94.50,94.40,94.45,94.68,94.76
9/11/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/12/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/13/1999,94.64,94.68,94.60,94.64,94.56,94.60,94.53,94.56,94.48,94.53,94.40,94.48,94.68,94.75
9/14/1999,94.61,94.66,94.58,94.61,94.53,94.58,94.48,94.53,94.45,94.48,94.37,94.45,94.66,94.75
9/15/1999,94.65,94.69,94.61,94.65,94.56,94.61,94.49,94.56,94.42,94.49,94.36,94.42,94.69,94.76
9/16/1999,94.65,94.69,94.61,94.65,94.57,94.61,94.50,94.57,94.43,94.50,94.37,94.43,94.69,94.76
9/17/1999,94.66,94.70,94.63,94.66,94.58,94.63,94.53,94.58,94.47,94.53,94.41,94.47,94.70,94.77
9/18/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/19/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/20/1999,94.66,94.70,94.63,94.66,94.58,94.63,94.52,94.58,94.46,94.52,94.40,94.46,94.70,94.77
9/21/1999,94.67,94.71,94.63,94.67,94.58,94.63,94.52,94.58,94.46,94.52,94.40,94.46,94.71,94.78
9/22/1999,94.68,94.72,94.64,94.68,94.59,94.64,94.54,94.59,94.48,94.54,94.42,94.48,94.72,94.77
9/23/1999,94.67,94.71,94.64,94.67,94.59,94.64,94.52,94.59,94.45,94.52,94.40,94.45,94.71,94.76
9/24/1999,94.70,94.73,94.69,94.70,94.65,94.69,94.58,94.65,94.52,94.58,94.48,94.52,94.73,94.76
