Mnemonic,FFB2C.D7,FFE2C.D7,FFB3C.D7,FFE3C.D7,FFB4C.D7,FFE4C.D7,FFB5C.D7,FFE5C.D7,FFB6C.D7,FFE6C.D7,FFB7C.D7,FFE7C.D7,FFB1C.D7,FFE1C.D7
8/4/1992,96.79,96.80,96.76,96.79,96.58,96.76,96.43,96.58,96.51,96.43,96.45,96.51,96.80,96.76
8/5/1992,96.79,96.80,96.78,96.79,96.60,96.78,96.45,96.60,96.53,96.45,96.48,96.53,96.80,96.77
8/6/1992,96.81,96.81,96.81,96.81,96.63,96.81,96.50,96.63,96.58,96.50,96.55,96.58,96.81,96.78
8/7/1992,96.84,96.84,96.84,96.84,96.67,96.84,96.55,96.67,96.64,96.55,96.61,96.64,96.84,96.78
8/8/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8/9/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8/10/1992,96.86,96.85,96.86,96.86,96.70,96.86,96.60,96.70,96.69,96.60,96.65,96.69,96.85,96.78
8/11/1992,96.84,96.84,96.84,96.84,96.70,96.84,96.59,96.70,96.69,96.59,96.67,96.69,96.84,96.75
8/12/1992,96.83,96.83,96.83,96.83,96.71,96.83,96.58,96.71,96.70,96.58,96.66,96.70,96.83,96.75
8/13/1992,96.84,96.83,96.83,96.84,96.71,96.83,96.59,96.71,96.71,96.59,96.66,96.71,96.83,96.75
8/14/1992,96.86,96.84,96.85,96.86,96.73,96.85,96.61,96.73,96.73,96.61,96.66,96.73,96.84,96.75
8/15/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8/16/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8/17/1992,96.84,96.82,96.83,96.84,96.72,96.83,96.62,96.72,96.73,96.62,96.68,96.73,96.82,96.74
8/18/1992,96.87,96.84,96.87,96.87,96.76,96.87,96.70,96.76,96.80,96.70,96.76,96.80,96.84,96.74
8/19/1992,96.86,96.83,96.86,96.86,96.75,96.86,96.67,96.75,96.79,96.67,96.75,96.79,96.83,96.73
8/20/1992,96.86,96.80,96.86,96.86,96.74,96.86,96.66,96.74,96.79,96.66,96.75,96.79,96.80,96.72
8/21/1992,96.83,96.78,96.83,96.83,96.71,96.83,96.63,96.71,96.77,96.63,96.71,96.77,96.78,96.71
8/22/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8/23/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8/24/1992,96.77,96.76,96.77,96.77,96.65,96.77,96.57,96.65,96.71,96.57,96.64,96.71,96.76,96.71
8/25/1992,96.76,96.75,96.76,96.76,96.65,96.76,96.57,96.65,96.69,96.57,96.62,96.69,96.75,96.71
8/26/1992,96.78,96.76,96.78,96.78,96.67,96.78,96.58,96.67,96.70,96.58,96.64,96.70,96.76,96.71
8/27/1992,96.78,96.76,96.77,96.78,96.67,96.77,96.57,96.67,96.69,96.57,96.64,96.69,96.76,96.71
8/28/1992,96.78,96.76,96.77,96.78,96.67,96.77,96.58,96.67,96.70,96.58,96.65,96.70,96.76,96.71
8/29/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8/30/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8/31/1992,96.81,96.77,96.80,96.81,96.69,96.80,96.61,96.69,96.72,96.61,96.66,96.72,96.77,96.69
9/1/1992,96.82,96.82,96.72,96.82,96.64,96.72,96.75,96.64,96.71,96.75,96.64,96.71,96.82,96.78
9/2/1992,96.83,96.83,96.73,96.83,96.66,96.73,96.77,96.66,96.73,96.77,96.65,96.73,96.83,96.78
9/3/1992,96.84,96.84,96.75,96.84,96.69,96.75,96.79,96.69,96.75,96.79,96.67,96.75,96.84,96.79
9/4/1992,97.07,97.04,96.96,97.07,96.92,96.96,97.04,96.92,97.01,97.04,96.92,97.01,97.04,96.98
9/5/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/6/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/7/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/8/1992,97.10,97.07,97.02,97.10,96.97,97.02,97.09,96.97,97.06,97.09,96.96,97.06,97.07,96.98
9/9/1992,97.09,97.06,97.02,97.09,96.96,97.02,97.06,96.96,97.03,97.06,96.93,97.03,97.06,96.97
9/10/1992,97.09,97.07,97.00,97.09,96.96,97.00,97.07,96.96,97.04,97.07,96.94,97.04,97.07,96.96
9/11/1992,97.09,97.06,97.01,97.09,96.96,97.01,97.06,96.96,97.02,97.06,96.93,97.02,97.06,96.96
9/12/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/13/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/14/1992,97.14,97.11,97.08,97.14,97.05,97.08,97.13,97.05,97.08,97.13,97.02,97.08,97.11,96.98
9/15/1992,97.11,97.07,97.05,97.11,97.00,97.05,97.08,97.00,97.03,97.08,96.97,97.03,97.07,96.95
9/16/1992,97.11,97.07,97.05,97.11,97.01,97.05,97.08,97.01,97.04,97.08,96.98,97.04,97.07,96.95
9/17/1992,97.12,97.07,97.06,97.12,97.02,97.06,97.09,97.02,97.04,97.09,96.98,97.04,97.07,96.87
9/18/1992,97.13,97.08,97.07,97.13,97.03,97.07,97.10,97.03,97.06,97.10,97.00,97.06,97.08,96.89
9/19/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/20/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/21/1992,97.12,97.07,97.06,97.12,97.01,97.06,97.08,97.01,97.04,97.08,96.98,97.04,97.07,96.87
9/22/1992,97.08,97.03,97.03,97.08,96.97,97.03,97.05,96.97,97.00,97.05,96.94,97.00,97.03,96.87
9/23/1992,97.07,97.03,97.01,97.07,96.96,97.01,97.04,96.96,96.99,97.04,96.92,96.99,97.03,96.84
9/24/1992,97.11,97.06,97.04,97.11,97.00,97.04,97.07,97.00,97.02,97.07,96.95,97.02,97.06,96.84
9/25/1992,97.17,97.12,97.12,97.17,97.08,97.12,97.16,97.08,97.11,97.16,97.04,97.11,97.12,96.82
9/26/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/27/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/28/1992,97.16,97.12,97.13,97.16,97.08,97.13,97.16,97.08,97.11,97.16,97.04,97.11,97.12,96.80
9/29/1992,97.15,97.11,97.10,97.15,97.07,97.10,97.15,97.07,97.10,97.15,97.04,97.10,97.11,96.81
9/30/1992,97.16,97.11,97.11,97.16,97.07,97.11,97.16,97.07,97.11,97.16,97.06,97.11,97.11,96.81
10/1/1992,97.18,97.24,97.14,97.18,97.24,97.14,97.20,97.24,97.15,97.20,#N/A,97.15,97.24,97.16
10/2/1992,97.17,97.21,97.12,97.17,97.22,97.12,97.18,97.22,97.12,97.18,#N/A,97.12,97.21,97.07
10/3/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/4/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/5/1992,97.17,97.20,97.13,97.17,97.23,97.13,97.19,97.23,97.12,97.19,#N/A,97.12,97.20,97.06
10/6/1992,97.12,97.16,97.07,97.12,97.19,97.07,97.15,97.19,97.09,97.15,97.05,97.09,97.16,97.00
10/7/1992,97.05,97.09,97.00,97.05,97.11,97.00,97.07,97.11,97.01,97.07,96.98,97.01,97.09,96.96
10/8/1992,97.05,97.10,97.02,97.05,97.13,97.02,97.09,97.13,97.03,97.09,96.99,97.03,97.10,96.96
10/9/1992,96.97,97.02,96.93,96.97,97.03,96.93,96.98,97.03,96.91,96.98,96.87,96.91,97.02,96.94
10/10/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/11/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/12/1992,96.99,97.05,96.95,96.99,97.07,96.95,97.02,97.07,96.95,97.02,96.91,96.95,97.05,96.95
10/13/1992,96.96,97.02,96.92,96.96,97.04,96.92,97.00,97.04,96.93,97.00,96.89,96.93,97.02,96.91
10/14/1992,96.92,96.98,96.88,96.92,97.00,96.88,96.95,97.00,96.89,96.95,96.84,96.89,96.98,96.86
10/15/1992,96.92,96.99,96.88,96.92,97.01,96.88,96.96,97.01,96.90,96.96,96.85,96.90,96.99,96.86
10/16/1992,96.92,96.99,96.88,96.92,97.00,96.88,96.95,97.00,96.89,96.95,96.84,96.89,96.99,96.86
10/17/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/18/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/19/1992,96.87,96.97,96.81,96.87,96.93,96.81,96.87,96.93,96.81,96.87,96.75,96.81,96.97,96.87
10/20/1992,96.80,96.94,96.72,96.80,96.78,96.72,96.70,96.78,96.63,96.70,96.57,96.63,96.94,96.88
10/21/1992,96.86,96.96,96.78,96.86,96.85,96.78,96.78,96.85,96.70,96.78,96.63,96.70,96.96,96.89
10/22/1992,96.85,96.96,96.77,96.85,96.86,96.77,96.78,96.86,96.69,96.78,96.63,96.69,96.96,96.89
10/23/1992,96.80,96.95,96.72,96.80,96.80,96.72,96.72,96.80,96.63,96.72,96.57,96.63,96.95,96.89
10/24/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/25/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/26/1992,96.79,96.95,96.70,96.79,96.80,96.70,96.71,96.80,96.63,96.71,96.55,96.63,96.95,96.88
10/27/1992,96.81,96.95,96.72,96.81,96.84,96.72,96.75,96.84,96.70,96.75,96.60,96.70,96.95,96.88
10/28/1992,96.81,96.95,96.72,96.81,96.85,96.72,96.76,96.85,96.72,96.76,96.60,96.72,96.95,96.89
10/29/1992,96.81,96.95,96.72,96.81,96.84,96.72,96.76,96.84,96.71,96.76,96.62,96.71,96.95,96.89
10/30/1992,96.80,96.94,96.71,96.80,96.81,96.71,96.74,96.81,96.67,96.74,96.58,96.67,96.94,96.89
10/31/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/1/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/2/1992,96.67,96.76,96.78,96.67,96.72,96.78,96.63,96.72,96.54,96.63,96.39,96.54,96.76,96.92
11/3/1992,96.70,96.79,96.82,96.70,96.75,96.82,96.66,96.75,96.58,96.66,96.43,96.58,96.79,96.95
11/4/1992,96.72,96.81,96.84,96.72,96.76,96.84,96.67,96.76,96.59,96.67,96.44,96.59,96.81,96.94
11/5/1992,96.74,96.84,96.86,96.74,96.78,96.86,96.69,96.78,96.61,96.69,96.48,96.61,96.84,96.97
11/6/1992,96.71,96.81,96.81,96.71,96.72,96.81,96.63,96.72,96.55,96.63,96.42,96.55,96.81,96.95
11/7/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/8/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/9/1992,96.68,96.78,96.78,96.68,96.69,96.78,96.60,96.69,96.51,96.60,96.38,96.51,96.78,96.93
11/10/1992,96.70,96.79,96.81,96.70,96.73,96.81,96.62,96.73,96.55,96.62,96.41,96.55,96.79,96.95
11/11/1992,96.73,96.82,96.83,96.73,96.75,96.83,96.64,96.75,96.57,96.64,96.44,96.57,96.82,96.97
11/12/1992,96.71,96.80,96.83,96.71,96.75,96.83,96.65,96.75,96.62,96.65,96.50,96.62,96.80,96.96
11/13/1992,96.65,96.77,96.78,96.65,96.69,96.78,96.60,96.69,96.54,96.60,96.45,96.54,96.77,96.96
11/14/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/15/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/16/1992,96.59,96.73,96.71,96.59,96.60,96.71,96.50,96.60,96.43,96.50,96.35,96.43,96.73,96.95
11/17/1992,96.59,96.73,96.72,96.59,96.62,96.72,96.51,96.62,96.44,96.51,96.36,96.44,96.73,96.95
11/18/1992,96.62,96.77,96.77,96.62,96.70,96.77,96.59,96.70,96.51,96.59,96.43,96.51,96.77,96.99
11/19/1992,96.57,96.74,96.76,96.57,96.68,96.76,96.56,96.68,96.48,96.56,96.41,96.48,96.74,96.99
11/20/1992,96.58,96.73,96.77,96.58,96.66,96.77,96.56,96.66,96.47,96.56,96.38,96.47,96.73,96.99
11/21/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/22/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/23/1992,96.59,96.72,96.75,96.59,96.62,96.75,96.53,96.62,96.43,96.53,96.33,96.43,96.72,97.00
11/24/1992,96.64,96.76,96.80,96.64,96.69,96.80,96.59,96.69,96.48,96.59,96.38,96.48,96.76,97.03
11/25/1992,96.62,96.76,96.77,96.62,96.65,96.77,96.56,96.65,96.45,96.56,96.35,96.45,96.76,97.03
11/26/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/27/1992,96.61,96.73,96.74,96.61,96.62,96.74,96.51,96.62,96.39,96.51,96.29,96.39,96.73,96.93
11/28/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/29/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/30/1992,96.60,96.73,96.75,96.60,96.62,96.75,96.50,96.62,96.38,96.50,96.27,96.38,96.73,96.91
12/1/1992,96.77,96.60,96.65,96.77,96.51,96.65,96.38,96.51,96.24,96.38,96.15,96.24,96.60,96.70
12/2/1992,96.77,96.62,96.67,96.77,96.52,96.67,96.36,96.52,96.23,96.36,96.14,96.23,96.62,96.74
12/3/1992,96.79,96.64,96.67,96.79,96.54,96.67,96.40,96.54,96.26,96.40,96.16,96.26,96.64,96.76
12/4/1992,96.85,96.69,96.74,96.85,96.60,96.74,96.45,96.60,96.32,96.45,96.21,96.32,96.69,96.83
12/5/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/6/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/7/1992,96.87,96.70,96.75,96.87,96.64,96.75,96.50,96.64,96.36,96.50,96.25,96.36,96.70,96.83
12/8/1992,96.89,96.74,96.78,96.89,96.67,96.78,96.53,96.67,96.40,96.53,96.29,96.40,96.74,96.85
12/9/1992,96.89,96.75,96.78,96.89,96.67,96.78,96.54,96.67,96.42,96.54,96.30,96.42,96.75,96.86
12/10/1992,96.89,96.75,96.77,96.89,96.65,96.77,96.54,96.65,96.42,96.54,96.30,96.42,96.75,96.85
12/11/1992,96.87,96.77,96.74,96.87,96.61,96.74,96.51,96.61,96.38,96.51,96.26,96.38,96.77,96.87
12/12/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/13/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/14/1992,96.85,96.76,96.71,96.85,96.58,96.71,96.47,96.58,96.34,96.47,96.22,96.34,96.76,96.87
12/15/1992,96.87,96.77,96.75,96.87,96.62,96.75,96.51,96.62,96.37,96.51,96.25,96.37,96.77,96.87
12/16/1992,96.90,96.80,96.79,96.90,96.66,96.79,96.56,96.66,96.41,96.56,96.29,96.41,96.80,96.90
12/17/1992,96.88,96.78,96.77,96.88,96.65,96.77,96.53,96.65,96.37,96.53,96.25,96.37,96.78,96.90
12/18/1992,96.90,96.79,96.80,96.90,96.68,96.80,96.57,96.68,96.41,96.57,96.29,96.41,96.79,96.94
12/19/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/20/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/21/1992,96.90,96.78,96.79,96.90,96.69,96.79,96.58,96.69,96.41,96.58,96.29,96.41,96.78,96.94
12/22/1992,96.91,96.80,96.81,96.91,96.72,96.81,96.61,96.72,96.43,96.61,96.31,96.43,96.80,96.94
12/23/1992,96.92,96.79,96.84,96.92,96.75,96.84,96.64,96.75,96.48,96.64,96.35,96.48,96.79,96.93
12/24/1992,96.92,96.80,96.83,96.92,96.75,96.83,96.64,96.75,96.48,96.64,96.35,96.48,96.80,96.96
12/25/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/26/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/27/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/28/1992,96.91,96.82,96.82,96.91,96.74,96.82,96.63,96.74,96.47,96.63,96.34,96.47,96.82,96.97
12/29/1992,96.93,96.83,96.84,96.93,96.74,96.84,96.63,96.74,96.47,96.63,96.34,96.47,96.83,96.99
12/30/1992,96.94,96.85,96.86,96.94,96.77,96.86,96.66,96.77,96.50,96.66,96.37,96.50,96.85,97.02
12/31/1992,96.93,96.86,96.85,96.93,96.76,96.85,96.65,96.76,96.49,96.65,96.36,96.49,96.86,97.05
1/1/1993,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/2/1993,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/3/1993,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/4/1993,96.90,96.96,96.83,96.90,96.74,96.83,96.58,96.74,96.47,96.58,96.34,96.47,96.96,96.91
1/5/1993,96.89,96.95,96.83,96.89,96.74,96.83,96.58,96.74,96.47,96.58,96.35,96.47,96.95,96.92
1/6/1993,96.89,96.95,96.82,96.89,96.73,96.82,96.58,96.73,96.46,96.58,96.34,96.46,96.95,96.92
1/7/1993,96.87,96.94,96.79,96.87,96.70,96.79,96.54,96.70,96.41,96.54,96.29,96.41,96.94,96.92
1/8/1993,96.90,96.94,96.84,96.90,96.77,96.84,96.62,96.77,96.50,96.62,96.38,96.50,96.94,96.93
1/9/1993,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/10/1993,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/11/1993,96.90,96.94,96.86,96.90,96.81,96.86,96.67,96.81,96.56,96.67,96.44,96.56,96.94,96.93
1/12/1993,96.90,96.94,96.86,96.90,96.81,96.86,96.68,96.81,96.56,96.68,96.44,96.56,96.94,96.95
1/13/1993,96.90,96.94,96.87,96.90,96.82,96.87,96.69,96.82,96.57,96.69,96.45,96.57,96.94,96.95
1/14/1993,96.91,96.94,96.88,96.91,96.83,96.88,96.72,96.83,96.61,96.72,96.49,96.61,96.94,96.95
1/15/1993,96.93,96.96,96.92,96.93,96.87,96.92,96.78,96.87,96.68,96.78,96.60,96.68,96.96,96.96
1/16/1993,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/17/1993,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/18/1993,96.95,96.97,96.94,96.95,96.89,96.94,96.80,96.89,96.70,96.80,96.62,96.70,96.97,96.96
1/19/1993,96.92,96.96,96.92,96.92,96.87,96.92,96.78,96.87,96.69,96.78,96.61,96.69,96.96,96.96
1/20/1993,96.91,96.95,96.90,96.91,96.85,96.90,96.76,96.85,96.67,96.76,96.59,96.67,96.95,96.95
1/21/1993,96.91,96.95,96.91,96.91,96.86,96.91,96.77,96.86,96.68,96.77,96.59,96.68,96.95,96.96
1/22/1993,96.93,96.95,96.93,96.93,96.88,96.93,96.79,96.88,96.71,96.79,96.62,96.71,96.95,96.96
1/23/1993,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/24/1993,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/25/1993,96.93,96.96,96.93,96.93,96.89,96.93,96.81,96.89,96.75,96.81,96.66,96.75,96.96,96.96
1/26/1993,96.93,96.96,96.92,96.93,96.89,96.92,96.81,96.89,96.73,96.81,96.65,96.73,96.96,96.97
1/27/1993,96.93,96.96,96.94,96.93,96.91,96.94,96.85,96.91,96.77,96.85,96.69,96.77,96.96,96.97
1/28/1993,96.95,96.97,96.95,96.95,96.92,96.95,96.87,96.92,96.80,96.87,96.73,96.80,96.97,96.97
1/29/1993,96.95,96.97,96.96,96.95,96.93,96.96,96.88,96.93,96.82,96.88,96.74,96.82,96.97,96.97
1/30/1993,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/31/1993,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/1/1993,96.96,96.95,96.92,96.96,96.86,96.92,96.80,96.86,96.72,96.80,96.63,96.72,96.95,96.95
2/2/1993,96.93,96.93,96.89,96.93,96.82,96.89,96.75,96.82,96.67,96.75,96.58,96.67,96.93,96.94
2/3/1993,96.93,96.94,96.90,96.93,96.83,96.90,96.76,96.83,96.67,96.76,96.56,96.67,96.94,96.94
2/4/1993,96.96,96.96,96.93,96.96,96.86,96.93,96.80,96.86,96.70,96.80,96.59,96.70,96.96,96.95
2/5/1993,96.97,96.97,96.95,96.97,96.89,96.95,96.84,96.89,96.77,96.84,96.64,96.77,96.97,96.96
2/6/1993,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/7/1993,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/8/1993,96.95,96.95,96.93,96.95,96.87,96.93,96.81,96.87,96.74,96.81,96.61,96.74,96.95,96.96
2/9/1993,96.94,96.93,96.92,96.94,96.85,96.92,96.79,96.85,96.72,96.79,96.59,96.72,96.93,96.95
2/10/1993,96.94,96.93,96.91,96.94,96.85,96.91,96.78,96.85,96.70,96.78,96.57,96.70,96.93,96.95
2/11/1993,96.95,96.94,96.93,96.95,96.87,96.93,96.80,96.87,96.73,96.80,96.60,96.73,96.94,96.94
2/12/1993,96.95,96.95,96.93,96.95,96.86,96.93,96.81,96.86,96.73,96.81,96.60,96.73,96.95,96.94
2/13/1993,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/14/1993,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/15/1993,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/16/1993,96.96,96.94,96.93,96.96,96.87,96.93,96.82,96.87,96.74,96.82,96.61,96.74,96.94,96.94
2/17/1993,96.97,96.95,96.95,96.97,96.89,96.95,96.84,96.89,96.77,96.84,96.64,96.77,96.95,96.95
2/18/1993,97.00,96.97,97.00,97.00,96.95,97.00,96.91,96.95,96.87,96.91,96.75,96.87,96.97,96.97
2/19/1993,96.99,96.96,96.99,96.99,96.94,96.99,96.90,96.94,96.86,96.90,96.74,96.86,96.96,96.98
2/20/1993,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/21/1993,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/22/1993,96.99,96.96,96.99,96.99,96.95,96.99,96.90,96.95,96.84,96.90,96.74,96.84,96.96,96.99
2/23/1993,97.00,96.96,97.00,97.00,96.97,97.00,96.95,96.97,96.90,96.95,96.80,96.90,96.96,97.00
2/24/1993,96.99,96.95,96.99,96.99,96.96,96.99,96.94,96.96,96.88,96.94,96.80,96.88,96.95,96.99
2/25/1993,96.99,96.95,96.99,96.99,96.96,96.99,96.93,96.96,96.88,96.93,96.80,96.88,96.95,97.00
