,TIPSY02,TIPSY03,TIPSY04,TIPSY05,TIPSY06,TIPSY07,TIPSY08,TIPSY09,TIPSY10,TIPSY11,TIPSY12,TIPSY13,TIPSY14,TIPSY15,TIPSY16,TIPSY17,TIPSY18,TIPSY19,TIPSY20,TIPSPY02,TIPSPY03,TIPSPY04,TIPSPY05,TIPSPY06,TIPSPY07,TIPSPY08,TIPSPY09,TIPSPY10,TIPSPY11,TIPSPY12,TIPSPY13,TIPSPY14,TIPSPY15,TIPSPY16,TIPSPY17,TIPSPY18,TIPSPY19,TIPSPY20,TIPSF02,TIPSF03,TIPSF04,TIPSF05,TIPSF06,TIPSF07,TIPSF08,TIPSF09,TIPSF10,TIPSF11,TIPSF12,TIPSF13,TIPSF14,TIPSF15,TIPSF16,TIPSF17,TIPSF18,TIPSF19,TIPSF20,TIPS1F04,TIPS1F09,TIPS5F5,BKEVENY02,BKEVENY03,BKEVENY04,BKEVENY05,BKEVENY06,BKEVENY07,BKEVENY08,BKEVENY09,BKEVENY10,BKEVENY11,BKEVENY12,BKEVENY13,BKEVENY14,BKEVENY15,BKEVENY16,BKEVENY17,BKEVENY18,BKEVENY19,BKEVENY20,BKEVEN02,BKEVEN03,BKEVEN04,BKEVEN05,BKEVEN06,BKEVEN07,BKEVEN08,BKEVEN09,BKEVEN10,BKEVEN11,BKEVEN12,BKEVEN13,BKEVEN14,BKEVEN15,BKEVEN16,BKEVEN17,BKEVEN18,BKEVEN19,BKEVEN20,BKEVENF02,BKEVENF03,BKEVENF04,BKEVENF05,BKEVENF06,BKEVENF07,BKEVENF08,BKEVENF09,BKEVENF10,BKEVENF11,BKEVENF12,BKEVENF13,BKEVENF14,BKEVENF15,BKEVENF16,BKEVENF17,BKEVENF18,BKEVENF19,BKEVENF20,BKEVEN1F4,BKEVEN1F9,BKEVEN5F5,BETA0,BETA1,BETA2,BETA3,TAU1,TAU2
2015-01-08,-0.1634,-0.0554,0.0818,0.1882,0.2721,0.3405,0.3975,0.4455,0.4863,0.5212,0.5513,0.5774,0.6001,0.62,0.6376,0.6532,0.6671,0.6796,0.6909,-0.1645,-0.0556,0.0819,0.188,0.2713,0.3391,0.3953,0.4426,0.4827,0.5169,0.5463,0.5717,0.5938,0.6132,0.6302,0.6454,0.6589,0.6709,0.6818,-0.2134,0.3947,0.5659,0.6561,0.7236,0.7758,0.8148,0.8431,0.8631,0.877,0.8866,0.893,0.8974,0.9002,0.9021,0.9034,0.9042,0.9048,0.9051,0.6147,0.8555,0.7853,0.8033,1.0785,1.2408,1.3569,1.4385,1.4964,1.5391,1.5725,1.6004,1.6251,1.6478,1.6693,1.69,1.7101,1.7295,1.7485,1.7669,1.7848,1.802,0.8046,1.0759,1.2329,1.344,1.4211,1.475,1.5142,1.5444,1.5694,1.5912,1.611,1.6296,1.6473,1.6642,1.6805,1.6962,1.7112,1.7256,1.7394,1.6836,1.6574,1.788,1.8425,1.8476,1.8399,1.8371,1.8441,1.8605,1.884,1.9122,1.9432,1.9749,2.0066,2.0371,2.0661,2.0931,2.1181,2.1411,1.8294,1.8601,1.851,0.90574024,12.31674632,-16.62504802,-1.17170439,0.44325373,2.03907867
2015-01-07,-0.0918,0.0068,0.131,0.2204,0.287,0.3397,0.3833,0.4204,0.4524,0.4803,0.5048,0.5265,0.5457,0.5629,0.5782,0.5919,0.6043,0.6156,0.6257,-0.0925,0.0069,0.1312,0.2204,0.2865,0.3388,0.3819,0.4185,0.45,0.4774,0.5014,0.5226,0.5414,0.558,0.5729,0.5863,0.5983,0.6092,0.619,-0.1701,0.4269,0.5523,0.6003,0.6384,0.6731,0.7036,0.7295,0.7506,0.7676,0.781,0.7915,0.7995,0.8056,0.8102,0.8137,0.8163,0.8183,0.8197,0.5789,0.7418,0.6851,0.751,1.0141,1.1737,1.2957,1.3858,1.4515,1.5002,1.5376,1.5681,1.5942,1.6177,1.6396,1.6606,1.6809,1.701,1.7209,1.7404,1.7597,1.7788,0.7517,1.0112,1.1661,1.2835,1.3694,1.4315,1.477,1.5117,1.5396,1.5632,1.5841,1.6034,1.6217,1.6393,1.6563,1.6729,1.6891,1.7048,1.7202,1.6132,1.5669,1.732,1.8207,1.8452,1.8437,1.8384,1.8386,1.8474,1.8644,1.8883,1.9171,1.9496,1.9842,2.0198,2.0554,2.0905,2.1244,2.157,1.7912,1.8507,1.8479,0.82374148,13.19601858,-17.48232611,-0.7423811,0.44561198,2.77882281
2015-01-06,-0.0399,0.0619,0.1771,0.2565,0.3141,0.3593,0.3969,0.4293,0.4579,0.4833,0.5062,0.5269,0.5457,0.5628,0.5783,0.5925,0.6055,0.6174,0.6283,-0.0402,0.0622,0.1774,0.2565,0.3137,0.3585,0.3957,0.4277,0.4558,0.4808,0.5033,0.5235,0.5418,0.5584,0.5735,0.5873,0.5998,0.6113,0.6218,-0.079,0.4628,0.5577,0.5883,0.6159,0.6454,0.6747,0.7022,0.727,0.7487,0.7673,0.783,0.7961,0.8069,0.8158,0.823,0.8288,0.8335,0.8372,0.5749,0.7161,0.6599,0.7172,0.9801,1.1485,1.2791,1.376,1.4465,1.4982,1.5372,1.5681,1.5939,1.6165,1.6374,1.6572,1.6765,1.6956,1.7147,1.7337,1.7527,1.7718,0.717,0.9766,1.1405,1.2666,1.3594,1.4264,1.475,1.5114,1.5399,1.5634,1.5838,1.6022,1.6195,1.6361,1.6523,1.6681,1.6838,1.6993,1.7145,1.5534,1.5546,1.7439,1.8432,1.8702,1.8656,1.8539,1.8464,1.8472,1.8572,1.8753,1.9002,1.9303,1.9642,2.0006,2.0384,2.0768,2.1151,2.1528,1.8094,1.8545,1.8648,0.85130955,13.21587619,-17.4703854,-0.76402748,0.43636538,3.48441317
2015-01-05,-0.1398,0.0002,0.1451,0.2423,0.3101,0.3612,0.4023,0.437,0.4673,0.4942,0.5186,0.5407,0.561,0.5796,0.5968,0.6127,0.6274,0.641,0.6537,-0.1408,0.0002,0.1452,0.242,0.3093,0.36,0.4006,0.4349,0.4647,0.4912,0.515,0.5366,0.5564,0.5745,0.5912,0.6066,0.6208,0.6339,0.6461,-0.1098,0.5098,0.6183,0.6406,0.6575,0.6785,0.7025,0.7274,0.7519,0.7751,0.7964,0.8157,0.8329,0.848,0.8612,0.8726,0.8823,0.8906,0.8977,0.6322,0.7411,0.6932,0.8464,1.0896,1.2412,1.3604,1.4494,1.5142,1.5617,1.5976,1.626,1.6498,1.6708,1.6903,1.709,1.7273,1.7456,1.7639,1.7823,1.8009,1.8195,0.8475,1.0865,1.233,1.3473,1.4321,1.4933,1.5378,1.5711,1.5972,1.6188,1.6375,1.6546,1.6707,1.6862,1.7014,1.7163,1.7311,1.7458,1.7603,1.6496,1.6049,1.7812,1.8777,1.9039,1.8994,1.8883,1.8817,1.8834,1.8938,1.9122,1.9372,1.9673,2.0013,2.0379,2.0761,2.1152,2.1544,2.193,1.8453,1.8907,1.8999,0.93340025,12.06357993,-17.16823487,-0.79586578,0.46028899,4.3113407
2015-01-02,-0.2147,-0.0502,0.1126,0.2247,0.3051,0.3673,0.4179,0.4607,0.4977,0.5303,0.5592,0.585,0.6082,0.6291,0.6481,0.6653,0.6809,0.6952,0.7083,-0.2161,-0.0503,0.1126,0.2242,0.3041,0.3656,0.4156,0.4577,0.4941,0.526,0.5543,0.5795,0.6021,0.6224,0.6407,0.6573,0.6724,0.6861,0.6987,-0.12,0.5195,0.6504,0.6915,0.7236,0.7562,0.7881,0.8177,0.8441,0.867,0.8865,0.9029,0.9165,0.9276,0.9366,0.9439,0.9498,0.9545,0.9582,0.6741,0.8328,0.7718,0.9174,1.1532,1.3055,1.4272,1.5179,1.5823,1.6279,1.6606,1.6853,1.7049,1.722,1.7377,1.753,1.7685,1.7842,1.8005,1.8175,1.835,1.853,0.9191,1.1501,1.2967,1.4129,1.4986,1.5591,1.6012,1.6312,1.6534,1.6709,1.6858,1.6993,1.7122,1.7249,1.7378,1.751,1.7644,1.778,1.7919,1.6882,1.663,1.8546,1.9561,1.9765,1.9594,1.9336,1.9128,1.9025,1.904,1.9163,1.9379,1.967,2.0019,2.0412,2.0833,2.1274,2.1723,2.2175,1.923,1.9158,1.9525,0.97186453,11.19796291,-16.63889429,-0.81755518,0.46626753,3.41165248
2014-12-31,-0.1203,0.0395,0.2037,0.317,0.3979,0.4597,0.5096,0.5515,0.5876,0.6191,0.6471,0.6721,0.6946,0.7148,0.7332,0.7499,0.765,0.7789,0.7916,-0.1211,0.0396,0.2037,0.3165,0.3966,0.4577,0.5069,0.5481,0.5835,0.6144,0.6417,0.666,0.6878,0.7075,0.7252,0.7413,0.7559,0.7692,0.7813,-0.0494,0.6096,0.7482,0.7879,0.8162,0.8447,0.8731,0.8999,0.9241,0.9455,0.964,0.9797,0.9928,1.0038,1.0128,1.0201,1.0261,1.0309,1.0348,0.772,0.9143,0.8594,0.8267,1.079,1.2434,1.3742,1.4717,1.5417,1.5916,1.628,1.6556,1.678,1.6971,1.7146,1.7313,1.7479,1.7645,1.7816,1.7991,1.817,1.8352,0.8274,1.0752,1.2337,1.3586,1.451,1.5166,1.5629,1.5963,1.6215,1.6414,1.6583,1.6735,1.6877,1.7016,1.7154,1.7292,1.7431,1.7571,1.7712,1.6337,1.6311,1.8341,1.9425,1.967,1.9528,1.9291,1.9099,1.9007,1.9025,1.9145,1.9353,1.9634,1.9968,2.0344,2.0749,2.1171,2.1603,2.2036,1.906,1.9135,1.9463,1.04974285,10.69296701,-16.08558319,-0.74774945,0.47738717,3.54476982
2014-12-30,-0.0883,0.0852,0.2538,0.3667,0.4445,0.5023,0.548,0.586,0.6186,0.6473,0.6731,0.6964,0.7177,0.7372,0.7553,0.7719,0.7874,0.8018,0.8151,-0.0888,0.0854,0.2537,0.3659,0.4431,0.5002,0.5453,0.5826,0.6146,0.6428,0.6679,0.6906,0.7112,0.7302,0.7476,0.7636,0.7785,0.7922,0.805,0.0255,0.6793,0.8043,0.8274,0.8409,0.858,0.8785,0.9008,0.9235,0.9455,0.9663,0.9856,1.003,1.0187,1.0326,1.0449,1.0556,1.0649,1.0729,0.8199,0.9143,0.8721,0.8106,1.06,1.2239,1.3542,1.4522,1.5235,1.5756,1.6145,1.6449,1.6698,1.6911,1.7103,1.7283,1.7456,1.7624,1.7792,1.7959,1.8127,1.8296,0.8109,1.0557,1.2137,1.3383,1.4311,1.4981,1.5467,1.5828,1.6106,1.6331,1.6521,1.6689,1.6843,1.6989,1.7128,1.7264,1.7397,1.7528,1.7657,1.5995,1.6107,1.8123,1.9217,1.9521,1.9471,1.9328,1.9213,1.917,1.9209,1.9324,1.9503,1.9736,2.0009,2.0313,2.0637,2.0975,2.1319,2.1666,1.8842,1.9277,1.9446,1.11798131,10.20918942,-15.81212363,-0.77895971,0.48205961,4.63863694
2014-12-29,-0.0578,0.1169,0.2781,0.3842,0.4569,0.5106,0.5532,0.5887,0.6194,0.6466,0.6711,0.6935,0.7142,0.7332,0.7509,0.7674,0.7828,0.7971,0.8105,-0.0581,0.1171,0.2781,0.3836,0.4555,0.5087,0.5507,0.5856,0.6157,0.6424,0.6663,0.6881,0.7082,0.7266,0.7437,0.7596,0.7743,0.788,0.8008,0.0842,0.6929,0.7987,0.8151,0.8257,0.8415,0.8615,0.8839,0.9071,0.9301,0.952,0.9726,0.9915,1.0087,1.0241,1.0378,1.0499,1.0606,1.0698,0.8104,0.8975,0.856,0.7999,1.0542,1.228,1.365,1.4669,1.5407,1.5943,1.6344,1.6656,1.6911,1.713,1.7326,1.7509,1.7685,1.7858,1.8028,1.8198,1.837,1.8541,0.7999,1.0496,1.2173,1.3485,1.4454,1.5149,1.5652,1.6024,1.6311,1.6542,1.6738,1.691,1.7068,1.7216,1.7358,1.7496,1.7632,1.7765,1.7896,1.5764,1.6355,1.8499,1.9583,1.9856,1.9779,1.962,1.9495,1.9447,1.9483,1.9597,1.9777,2.0012,2.0288,2.0597,2.0927,2.1271,2.1622,2.1976,1.9221,1.9559,1.9757,1.12508046,10.33576835,-15.84435353,-0.83253076,0.47063314,4.84113461
2014-12-26,-0.0747,0.1158,0.2831,0.3921,0.4664,0.5214,0.5649,0.6011,0.6324,0.6601,0.685,0.7078,0.7287,0.7481,0.766,0.7827,0.7983,0.8128,0.8264,-0.0751,0.1161,0.283,0.3913,0.465,0.5193,0.5622,0.5978,0.6285,0.6556,0.68,0.7021,0.7224,0.7412,0.7585,0.7745,0.7894,0.8033,0.8162,0.1152,0.7197,0.819,0.8336,0.8438,0.8595,0.8797,0.9021,0.9255,0.9485,0.9705,0.9912,1.0101,1.0274,1.0428,1.0566,1.0687,1.0794,1.0887,0.8297,0.9159,0.8742,0.848,1.095,1.2663,1.4008,1.4999,1.5706,1.6215,1.6592,1.6882,1.7118,1.7321,1.7504,1.7676,1.7842,1.8007,1.8172,1.8337,1.8504,1.8672,0.8481,1.0902,1.2553,1.384,1.4779,1.5446,1.5922,1.6271,1.6538,1.6752,1.6933,1.7093,1.724,1.738,1.7515,1.7647,1.7777,1.7907,1.8035,1.5981,1.6661,1.8795,1.9804,2.0005,1.9877,1.9681,1.9535,1.9473,1.9502,1.9615,1.9796,2.0035,2.0318,2.0635,2.0975,2.1331,2.1694,2.2061,1.9483,1.9592,1.9853,1.14401972,10.84527723,-16.57310786,-0.83532559,0.46158525,4.83869998
2014-12-24,-0.0692,0.1121,0.2798,0.3908,0.4672,0.5239,0.569,0.6066,0.6391,0.668,0.6939,0.7176,0.7393,0.7593,0.7778,0.795,0.811,0.8259,0.8397,-0.0696,0.1123,0.2797,0.39,0.4657,0.5217,0.5662,0.6032,0.6351,0.6633,0.6886,0.7116,0.7327,0.752,0.7698,0.7864,0.8017,0.8159,0.8291,0.0815,0.7098,0.8229,0.8427,0.8558,0.8738,0.8957,0.9197,0.9442,0.968,0.9907,1.0116,1.0307,1.0479,1.0632,1.0767,1.0885,1.0988,1.1077,0.8366,0.9341,0.8891,0.8383,1.0932,1.2689,1.4076,1.5097,1.582,1.6327,1.6692,1.6963,1.7177,1.7357,1.7517,1.767,1.782,1.7972,1.8127,1.8287,1.8453,1.8624,0.8385,1.0885,1.2579,1.3905,1.4872,1.5552,1.6026,1.6363,1.6613,1.6806,1.6966,1.7107,1.7237,1.7362,1.7486,1.761,1.7735,1.7862,1.7991,1.6161,1.6783,1.8995,2.0063,2.0241,2.0032,1.9736,1.9488,1.9341,1.9307,1.9376,1.9539,1.9777,2.0076,2.0425,2.0809,2.122,2.1648,2.2085,1.9721,1.95,1.9953,1.15834266,10.29559894,-15.97153802,-0.8484608,0.47413099,4.68354261
2014-12-23,-0.1074,0.0737,0.2391,0.35,0.4286,0.4891,0.5387,0.5811,0.6183,0.6516,0.6817,0.709,0.7339,0.7567,0.7777,0.797,0.8147,0.831,0.8461,-0.108,0.0739,0.2391,0.3493,0.4272,0.487,0.5359,0.5775,0.6141,0.6466,0.6758,0.7024,0.7265,0.7485,0.7687,0.7872,0.8041,0.8197,0.834,0.0471,0.6643,0.7762,0.8077,0.836,0.8686,0.9032,0.9373,0.9695,0.9989,1.0251,1.048,1.0677,1.0846,1.0989,1.111,1.121,1.1293,1.1362,0.795,0.9559,0.888,0.873,1.1222,1.2953,1.432,1.5324,1.6034,1.6534,1.6894,1.7165,1.738,1.7562,1.7726,1.7882,1.8034,1.8187,1.8342,1.85,1.8663,1.8827,0.8736,1.1178,1.2846,1.4153,1.5103,1.5769,1.6233,1.6563,1.6807,1.6998,1.7157,1.7296,1.7426,1.755,1.7672,1.7793,1.7915,1.8037,1.816,1.6375,1.6964,1.9176,2.0214,2.0379,2.0176,1.9896,1.9671,1.9547,1.9531,1.9616,1.9785,2.0025,2.0317,2.0648,2.1006,2.1383,2.1768,2.2156,1.9888,1.9696,2.0108,1.16644051,11.45324335,-17.24183951,-0.999782,0.45834279,3.89434025
2014-12-22,-0.1199,0.0367,0.1877,0.2886,0.3595,0.4138,0.4583,0.4966,0.5305,0.561,0.5889,0.6146,0.6382,0.6601,0.6803,0.6991,0.7165,0.7327,0.7478,-0.1206,0.0368,0.1877,0.2882,0.3585,0.4123,0.4562,0.4939,0.5272,0.5572,0.5844,0.6094,0.6323,0.6535,0.673,0.6911,0.7078,0.7233,0.7376,-0.0311,0.5731,0.6783,0.7031,0.7258,0.7542,0.7863,0.8193,0.8515,0.8817,0.9094,0.9343,0.9563,0.9755,0.9922,1.0065,1.0188,1.0292,1.038,0.6933,0.8372,0.7734,0.8467,1.1034,1.2797,1.4191,1.5217,1.5942,1.6451,1.6814,1.7083,1.7295,1.7472,1.7631,1.7784,1.7934,1.8087,1.8244,1.8407,1.8575,1.8748,0.8475,1.0996,1.27,1.4036,1.5012,1.5695,1.617,1.6505,1.675,1.694,1.7096,1.7233,1.7361,1.7484,1.7607,1.7731,1.7857,1.7985,1.8114,1.6373,1.6902,1.9133,2.021,2.0385,2.0166,1.9853,1.9592,1.9436,1.9399,1.9472,1.9641,1.989,2.0204,2.0565,2.0963,2.1385,2.1822,2.2266,1.9866,1.96,2.0074,1.08110698,11.37372437,-16.82901105,-1.03357042,0.46150338,4.22840962
2014-12-19,-0.1282,0.0395,0.1991,0.306,0.3813,0.4389,0.486,0.5262,0.5617,0.5935,0.6224,0.6488,0.6731,0.6954,0.7161,0.7352,0.7529,0.7693,0.7844,-0.129,0.0396,0.1991,0.3055,0.3802,0.4371,0.4836,0.5232,0.558,0.5891,0.6173,0.643,0.6665,0.6881,0.7081,0.7264,0.7433,0.759,0.7735,-0.0142,0.6057,0.7185,0.7462,0.7702,0.7993,0.8316,0.8646,0.8965,0.9264,0.9535,0.9777,0.9991,1.0177,1.0337,1.0474,1.0591,1.069,1.0772,0.7353,0.8826,0.8184,0.833,1.0833,1.2564,1.394,1.4955,1.5674,1.6182,1.6549,1.6825,1.7045,1.7232,1.7402,1.7563,1.7724,1.7885,1.805,1.8218,1.8392,1.8571,0.8339,1.0795,1.2466,1.3783,1.4746,1.5423,1.5896,1.6234,1.6485,1.6682,1.6846,1.6991,1.7127,1.7258,1.7387,1.7517,1.7648,1.7781,1.7914,1.6024,1.6575,1.8803,1.9883,2.0074,1.9881,1.9603,1.9378,1.9258,1.9251,1.935,1.954,1.9804,2.0125,2.0491,2.0887,2.1303,2.173,2.2162,1.9534,1.9402,1.9807,1.11699484,10.9597055,-16.58636303,-1.01610862,0.46693676,4.1562473
2014-12-18,-0.0699,0.0829,0.2481,0.361,0.4394,0.4981,0.5448,0.584,0.6181,0.6484,0.6758,0.7008,0.7238,0.7451,0.7649,0.7832,0.8003,0.8162,0.8311,-0.0703,0.0832,0.2481,0.3603,0.4381,0.496,0.5421,0.5807,0.6141,0.6437,0.6704,0.6948,0.7171,0.7376,0.7567,0.7743,0.7906,0.8058,0.8199,-0.0349,0.6528,0.7954,0.8239,0.84,0.8602,0.8846,0.9111,0.9381,0.9645,0.9894,1.0125,1.0335,1.0524,1.0692,1.0841,1.0971,1.1084,1.1182,0.8142,0.9267,0.8767,0.7629,1.0367,1.2136,1.3546,1.4613,1.5392,1.5961,1.6385,1.6712,1.6976,1.7201,1.7402,1.7589,1.7768,1.7944,1.812,1.8296,1.8474,1.8653,0.7631,1.0323,1.2032,1.338,1.439,1.5123,1.5654,1.6045,1.6344,1.6582,1.6781,1.6956,1.7115,1.7264,1.7408,1.7548,1.7686,1.7823,1.7958,1.6274,1.6348,1.848,1.9706,2.0076,2.0029,1.9856,1.9701,1.9622,1.9632,1.973,1.9904,2.0142,2.0429,2.0755,2.1107,2.1479,2.1861,2.2248,1.9272,1.9751,1.9972,1.17361897,9.73763132,-15.33196365,-0.93499381,0.50052829,4.67451858
2014-12-17,-0.1421,0.0192,0.1809,0.2882,0.3615,0.4158,0.4589,0.4951,0.5266,0.5547,0.5803,0.6038,0.6257,0.646,0.6649,0.6827,0.6993,0.7149,0.7295,-0.143,0.0192,0.181,0.2877,0.3605,0.4142,0.4568,0.4924,0.5234,0.551,0.576,0.599,0.6202,0.6399,0.6582,0.6753,0.6912,0.7062,0.7201,-0.0748,0.5903,0.7065,0.7233,0.7338,0.7503,0.7721,0.797,0.8231,0.8491,0.8743,0.898,0.92,0.9401,0.9583,0.9746,0.989,1.0018,1.013,0.7183,0.8116,0.7661,0.808,1.0599,1.2289,1.366,1.4707,1.548,1.6053,1.6487,1.6829,1.711,1.7353,1.7571,1.7772,1.7964,1.8152,1.8336,1.8519,1.87,1.8881,0.809,1.0564,1.2194,1.3508,1.4502,1.5231,1.5767,1.6169,1.6483,1.6738,1.6953,1.7143,1.7316,1.7478,1.7632,1.778,1.7924,1.8064,1.8201,1.6107,1.6197,1.8428,1.9687,2.0095,2.0109,2.0008,1.9922,1.9902,1.9959,2.0088,2.0281,2.0524,2.0807,2.1118,2.1449,2.1793,2.2142,2.2492,1.9238,2.0005,2.009,1.08233403,11.45416595,-17.13830073,-0.96368626,0.47448517,4.97012234
2014-12-16,-0.228,-0.0557,0.1133,0.2259,0.3033,0.3608,0.4067,0.4453,0.4791,0.5094,0.537,0.5625,0.5861,0.6082,0.6288,0.6482,0.6663,0.6833,0.6992,-0.2293,-0.0558,0.1132,0.2254,0.3022,0.3592,0.4045,0.4426,0.4758,0.5055,0.5326,0.5574,0.5804,0.6018,0.6218,0.6404,0.6578,0.6741,0.6893,-0.1235,0.54,0.6641,0.6842,0.6968,0.7158,0.7405,0.7685,0.7977,0.8268,0.8549,0.8813,0.9058,0.9281,0.9482,0.9662,0.9821,0.9962,1.0085,0.6776,0.7846,0.7332,0.8428,1.0665,1.2187,1.3452,1.4435,1.5176,1.5736,1.6172,1.6524,1.6821,1.7081,1.7317,1.7538,1.7747,1.7949,1.8144,1.8337,1.8525,1.8711,0.8447,1.0639,1.2105,1.3315,1.4248,1.4945,1.5468,1.5871,1.6192,1.6458,1.6688,1.6892,1.7079,1.7253,1.7418,1.7574,1.7725,1.787,1.801,1.5602,1.5646,1.7792,1.9065,1.9546,1.9657,1.9658,1.9667,1.9731,1.9857,2.0038,2.0268,2.0532,2.0822,2.1129,2.1444,2.1763,2.2078,2.2387,1.8596,1.9791,1.968,1.08399878,9.93425479,-15.79800278,-1.07173501,0.48947199,4.93536715
2014-12-15,-0.2358,-0.0248,0.1629,0.2845,0.3659,0.4245,0.47,0.5073,0.5394,0.5679,0.5938,0.6177,0.64,0.661,0.6808,0.6995,0.7173,0.7341,0.7501,-0.237,-0.0248,0.1627,0.2837,0.3643,0.4223,0.4672,0.504,0.5356,0.5636,0.5889,0.6122,0.6339,0.6542,0.6733,0.6913,0.7084,0.7245,0.7397,-0.0192,0.649,0.7647,0.7728,0.7732,0.781,0.7963,0.8167,0.8404,0.8658,0.8917,0.9175,0.9424,0.9662,0.9885,1.0093,1.0284,1.0459,1.0618,0.7727,0.83,0.7957,0.871,1.0754,1.2166,1.3376,1.4337,1.5077,1.5648,1.6102,1.6474,1.679,1.7069,1.732,1.7553,1.7771,1.798,1.818,1.8374,1.8562,1.8745,0.8727,1.072,1.2075,1.3229,1.414,1.4836,1.537,1.5789,1.6129,1.6415,1.6662,1.6881,1.708,1.7263,1.7434,1.7595,1.7747,1.7891,1.8028,1.5375,1.5301,1.7456,1.8808,1.9392,1.9604,1.9691,1.9769,1.9879,2.0033,2.0227,2.0453,2.0705,2.0971,2.1248,2.1528,2.1807,2.2082,2.2349,1.8293,1.9919,1.9654,1.18629435,9.44684717,-15.82151613,-1.12100617,0.49036776,5.82951235
2014-12-12,-0.3032,-0.0968,0.0933,0.2208,0.3094,0.3758,0.4291,0.474,0.5131,0.548,0.5795,0.6084,0.6349,0.6594,0.6821,0.7031,0.7227,0.7409,0.7579,-0.3047,-0.0969,0.0932,0.22,0.3079,0.3737,0.4263,0.4705,0.5089,0.543,0.5738,0.6019,0.6276,0.6513,0.6732,0.6934,0.7122,0.7296,0.7457,-0.105,0.5761,0.7136,0.7427,0.7625,0.7876,0.8173,0.8491,0.8811,0.9119,0.9408,0.9674,0.9914,1.0128,1.0317,1.0482,1.0626,1.0751,1.0858,0.732,0.867,0.8066,0.8962,1.0902,1.2283,1.349,1.4453,1.5186,1.5741,1.6172,1.6519,1.6809,1.7065,1.7296,1.7514,1.7722,1.7924,1.8123,1.8319,1.8512,1.8703,0.8986,1.0877,1.2201,1.335,1.4259,1.4945,1.5459,1.5853,1.6166,1.6424,1.6646,1.6844,1.7026,1.7197,1.736,1.7516,1.7668,1.7814,1.7957,1.5299,1.5274,1.7529,1.8934,1.9492,1.9628,1.9624,1.9619,1.9667,1.9785,1.9967,2.0204,2.0484,2.0795,2.1127,2.1471,2.1819,2.2165,2.2505,1.8401,1.9734,1.9626,1.14398434,9.05725211,-15.38534473,-1.07911658,0.49665558,4.54338092
2014-12-11,-0.361,-0.1423,0.0613,0.2014,0.3008,0.3764,0.4375,0.4888,0.5332,0.5724,0.6074,0.6389,0.6675,0.6934,0.7172,0.7389,0.7588,0.7771,0.794,-0.3625,-0.1424,0.0612,0.2005,0.2991,0.3739,0.4341,0.4846,0.5281,0.5664,0.6005,0.6311,0.6588,0.6839,0.7067,0.7276,0.7466,0.7641,0.7802,-0.1358,0.57,0.735,0.7819,0.8138,0.8472,0.8822,0.9166,0.9491,0.9787,1.0052,1.0283,1.0484,1.0655,1.08,1.0922,1.1024,1.1109,1.1179,0.7631,0.9352,0.8664,1.0109,1.2129,1.3479,1.4605,1.5477,1.6123,1.66,1.6964,1.7255,1.75,1.7717,1.7919,1.8112,1.8302,1.849,1.8677,1.8866,1.9054,1.9241,1.0138,1.2104,1.339,1.4456,1.5272,1.5869,1.6306,1.6634,1.6891,1.7104,1.7289,1.7458,1.7616,1.7769,1.7917,1.8063,1.8206,1.8347,1.8486,1.6705,1.6545,1.8464,1.9602,1.9973,1.9984,1.9904,1.9859,1.9894,2.0016,2.0214,2.0477,2.0786,2.113,2.1495,2.1871,2.2249,2.2624,2.2989,1.9203,1.9968,1.9989,1.14871518,7.98555378,-14.42149376,-1.00906938,0.51244504,3.90537845
2014-12-10,-0.4024,-0.1937,0.0091,0.1548,0.2626,0.3473,0.417,0.476,0.5271,0.5717,0.6111,0.6461,0.6773,0.7052,0.7303,0.7529,0.7733,0.7919,0.8087,-0.4039,-0.1938,0.0091,0.1542,0.2611,0.3447,0.4134,0.4714,0.5214,0.565,0.6033,0.6372,0.6674,0.6943,0.7184,0.7401,0.7597,0.7774,0.7935,-0.1981,0.5017,0.6957,0.7727,0.8292,0.8808,0.9276,0.9686,1.0034,1.0323,1.0558,1.0747,1.0898,1.1016,1.1108,1.1179,1.1235,1.1277,1.1309,0.739,0.9889,0.9005,1.0148,1.2209,1.3553,1.4639,1.5462,1.6066,1.6513,1.6859,1.714,1.7384,1.7605,1.7813,1.8015,1.8213,1.8409,1.8602,1.8794,1.8983,1.9169,1.0179,1.2188,1.3469,1.4493,1.526,1.5815,1.6219,1.6524,1.6769,1.6976,1.7161,1.7333,1.7496,1.7654,1.7808,1.7958,1.8104,1.8247,1.8384,1.6764,1.6699,1.8419,1.9394,1.9681,1.9674,1.9623,1.9631,1.9731,1.9916,2.0171,2.0476,2.0812,2.1165,2.1523,2.1877,2.2219,2.2546,2.2854,1.9068,1.977,1.9718,1.14098901,7.14077432,-13.36062973,-1.13852099,0.52105788,3.02075386
